"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Production of optical tube array using sectional-uniform magnetic current LSA","X. Lin; Y. Yu; Q. Cao","College of Physics & Information Engineering, Quanzhou Normal University, Quanzhou, China; College of Physics & Information Engineering, Quanzhou Normal University, Quanzhou, China; College of Physics & Information Engineering, Quanzhou Normal University, Quanzhou, China",2021 International Conference on Microwave and Millimeter Wave Technology (ICMMT),"1 Dec 2021","2021","","","1","3","A handy way for generating an optical tube array with prescribed properties is proposed. It is can be accomplished through inversely focusing the electromagnetic wave emitted from a virtual sectional-homogeneous magnetic current line source antenna (LSA) centrally positioned in the focal region of a 4Pi configuration. The needed incident beam on the pupil plane for creating the light tube array can be obtained through working out the inverse problem of the antenna array eradiation wave. Numerical results show that the intensity of each optical tube is uniform along its extent; and the longness of the nth fragment and the nth separation between connected fragments are alterable readily and rely only on the longness of the nth episode and the nth interval between contiguous segmental antennas. The light tunnel produced by this approach is pure azimuthal polarization. The novel optical tube array has found many feasible applications in transporting, accelerating, trapping, and handling.","","978-1-6654-3437-9","10.1109/ICMMT52847.2021.9618619","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9618619","Optical tube;Sectional-Homogeneous LSA;4Pi Configuration","Integrated optics;Optical polarization;Stimulated emission;Magnetic separation;Millimeter wave technology;Production;Electron tubes","","","","22","IEEE","1 Dec 2021","23-26 May 2021","23-26 May 2021","IEEE","IEEE Conferences"
"Landscape Structure and Fragmentation Indices for Site Selection in Aerial Object Detection Training","M. Kefalakis; N. V. Karadimas","Dept. of Military Sciences, Hellenic Army Academy, Greece; Dept. of Military Sciences, Hellenic Army Academy, Greece","2024 14th International Conference on Dependable Systems, Services and Technologies (DESSERT)","21 Aug 2025","2024","","","1","6","This study investigates an optimized site selection process for training object detection models by leveraging segmentation images. The approach ensures the preservation of landscape morphology variability while minimizing redundancy caused by similar traits across dataset regions. To achieve this, we integrate landscape structure and fragmentation indices for each image and employ Principal Component Analysis (PCA) to identify and select areas exhibiting the highest geographic variability. We test our hypothesis by training and comparing two YOLOv8 models: one utilizing data from all dataset areas and another utilizing training data exclusively from the PCA-selected high-variability areas and validation data from the low-variability areas. The findings indicate promising avenues for future research that integrate Landscape Structure and Fragmentation Indices with Remote Sensing techniques.","","979-8-3315-1093-0","10.1109/DESSERT65323.2024.11122165","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11122165","spatial statistics;neutral landscape generator;landscape structure;fragmentation indices;machine learning;computer vision;object detection;aerial surveillance;remote sensing;segmentation","Training;Surveillance;Training data;Object detection;Data retrieval;Generators;Timing;Remote sensing;Testing;Principal component analysis","","","","17","IEEE","21 Aug 2025","11-13 Oct. 2024","11-13 Oct. 2024","IEEE","IEEE Conferences"
"Advanced Deep Learning Techniques for Predicting and Mitigating Deforestation","M. Dhanalakshmi; V. R. K. P; R. S; Vijetha","Dept of ISE, RVITM; Dept of ISE, JSS Science and Technology University, Mysore, India; School of Computer Science and Engineering, RV University; Dept of CSE (DS), Dayananda Sagar College of Engineering, Bangalore, India",2025 International Conference on Computing Technologies & Data Communication (ICCTDC),"22 Sep 2025","2025","","","1","6","The loss of forests poses a significant threat to biodiversity and sustainable land use. This study employs artificial neural networks (ANN) in conjunction with satellite data to analyze the spatial distribution of deforestation. Various factors influencing environmental conditions were integrated, including economic variables, proximity to habitats and infrastructure, forest fragmentation, elevation, slope, and soil composition. The ANN model was developed due to its ability to capture nonlinear relationships and make complex predictions about deforestation trends. Advanced image registration techniques, along with error correction protocols, enabled the timely generation of maps illustrating temporal changes in forest cover. These were incorporated into a multi-layered algorithm designed to predict areas most at risk of deforestation during the study period. The application of ANN models, capable of making nonlinear predictions, was pivotal in forecasting deforestation patterns. Integrating AI-driven methodologies with conventional research tools is becoming increasingly essential in safeguarding critical ecosystems worldwide. The results of this study underscore the effectiveness of neural network-based approaches in predicting future deforestation driven by human activities in forested regions.","","979-8-3315-2798-3","10.1109/ICCTDC64446.2025.11158107","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11158107","Land-cover change;deforestation;Neural Network;GIS","Deforestation;Forests;Accuracy;Computational modeling;Transfer learning;Artificial neural networks;Predictive models;Market research;Data models;Tuning","","","","17","IEEE","22 Sep 2025","4-5 July 2025","4-5 July 2025","IEEE","IEEE Conferences"
"Monitoring Biodiversity from space: The ESA DIVERSITY project","M. Paganini; B. Koetz; S. Kleeschulte; P. Mumby; P. Gaspar; L. Pettersson; D. Fernandez-Prieto","ESA ESRIN, Rome, Italy; ESA ESRIN, Rome, Italy; GeoVille Group, Innsbruck, Austria; Marine Spatial Ecology Laboratory (MSEL, University of Exeter, Exeter, Devon, UK; Collecte Localisation Satellites, Ramonville, France; Nansen Environmental and Remote Sensing Center (NERSC), Norway; ESA ESRIN, Rome, Italy",2009 IEEE International Geoscience and Remote Sensing Symposium,"18 Feb 2010","2009","3","","III-322","III-325","The ESA DUE project ¿DIVERSITY aimed at supporting the implementation of the UN Convention on Biological Diversity by establishing dedicated information services based on repeatable approaches and earth observation data from space. The experiences gained in the project can support the objective of developing a Global Biodiversity Observation System with respect to data and products specifications and priorities.","2153-7003","978-1-4244-3394-0","10.1109/IGARSS.2009.5417765","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5417765","","Monitoring;Biodiversity;Ocean temperature;Ecosystems;Earth;Land surface temperature;Sea surface;Environmental management;Environmental factors;Satellites","","","","7","IEEE","18 Feb 2010","12-17 July 2009","12-17 July 2009","IEEE","IEEE Conferences"
"A cylindrical reconfigurable antenna technology with full hemispherical coverage","G. Kiesel; E. Strates","Advanced Concepts Lab Georgia Tech Research Institute, Atlanta, GA, USA; Advanced Concepts Lab Georgia Tech Research Institute, Atlanta, GA, USA",2017 Antenna Measurement Techniques Association Symposium (AMTA),"30 Nov 2017","2017","","","1","5","Reconfigurable antennas using a switched element architecture have the ability to electronically change their characteristics, adapting their band of operation, gain pattern, and polarization to meet the requirements of the system. Two cylindrical reconfigurable antennas are presented which tune over a wide band and steer over a wide field of view: a 133 mm diameter antenna providing a realized gain (gain with mismatch) better than a dipole from 1 GHz to 3 GHz and a 75 mm diameter antenna demonstrating steering about a full hemisphere. These antennas are constructed using a modular approach out of a series of identical boards which act as antenna pixels - electrically small segments that can be turned on and off to affect the antenna pattern. Each pixel contains RF switches and contacts for control wires on each side of the board. By fragmenting the reconfigurable antenna into individual pixel boards, one can construct antennas of arbitrary size and shape, allowing implementations to be designed for more gain or for a smaller footprint. Additionally, we show a single antenna's ability to achieve distinct configurations that each maintain gain in a specified direction while forming a null at a different offset angle.","2474-2740","978-1-5386-3763-0","10.23919/AMTAP.2017.8123698","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8123698","","Gain;Radio frequency;Directive antennas;Dipole antennas;Aperture antennas;Antenna measurements","","1","","7","","30 Nov 2017","15-20 Oct. 2017","15-20 Oct. 2017","IEEE","IEEE Conferences"
"Technology for Efficient Encoding of Structural Components using the Multi-Agent Approach for Telecommunication Tools and Devices","V. Barannik; S. Oksana; A. Sorokun; A. Musienko; Y. Oleksandr","Combat use of ASC department, Ivan Kozhedub Kharkiv National Air Force University, Kharkiv, Ukraine; Department of information and network engineering, Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Department of information and network engineering, Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Combat use of ASC department, Ivan Kozhedub Kharkiv National Air Force University, Kharkiv, Ukraine; Department of Cyber security and Information Protection, Kyiv National University of Taras Shevchenko, Kyiv, Ukraine",2019 IEEE 15th International Conference on the Experience of Designing and Application of CAD Systems (CADSM),"29 Jul 2019","2019","","","1","4","An approach for images compression based on generalized coding of its component, taking into account coordinate, structural and linear-scale characteristics is considered. The main stages of developing the method for encoding arrays of a linear-scale component of an image fragment, which are presented in the form of positional numbers with uneven adjacent elements, are disclosed. The property of a one-dimensional position element with uneven neighboring elements, which consists in the fact that the upper limit of its code determined by the multiplication of its bases is preserved.","2572-7591","978-1-7281-0053-1","10.1109/CADSM.2019.8779287","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8779287","the line-by-line scaling description;the generalized code;encoding of structural","Image coding;Apertures;Redundancy;Codecs;Image segmentation;Multi-agent systems;Image color analysis","","","","19","IEEE","29 Jul 2019","26 Feb.-2 March 2019","26 Feb.-2 March 2019","IEEE","IEEE Conferences"
"DENet: Double-Encoder Network With Feature Refinement and Region Adaption for Terrain Segmentation in PolSAR Images","X. Zeng; Z. Wang; X. Sun; Z. Chang; X. Gao","Aerospace Information Research Institute, Chinese Academy of Sciences, Beijing, China; Aerospace Information Research Institute, Chinese Academy of Sciences, Beijing, China; Aerospace Information Research Institute, Chinese Academy of Sciences, Beijing, China; Aerospace Information Research Institute, Chinese Academy of Sciences, Beijing, China; Aerospace Information Research Institute, Chinese Academy of Sciences, Beijing, China",IEEE Transactions on Geoscience and Remote Sensing,"17 Feb 2022","2022","60","","1","19","Recently, many studies exploit deep neural networks to promote terrain segmentation in polarimetric synthetic aperture radar (PolSAR) images. However, these works usually inherit the nature-scene approaches directly and may not be robust for the PolSAR image segmentation task. The main limitations include single-type feature construction, weak feature consistency, and geometry-agnostic collection of scattering information. In this article, we present the DENet, a double-encoder network with feature refinement and region adaption for the terrain segmentation in PolSAR images. First, a double-encoder architecture is proposed to leverage the multitype information of PolSAR images, which can provide more discriminative features than the previous methods using the single-type feature. Second, considering that the polarization information has strong consistency over the category-identical regions, a polarization-guided refinement module is proposed to maintain the feature consistency in the PolSAR segmentation model. This design alleviates the phenomenon of incomplete and fragmented segmentation results. Third, in view of the rich targets’ characteristics in the scattering information, a region-adaptive convolution module is developed to facilitate the scattering information collected over the geometry-irregular regions. This design can improve the segmentation accuracy on the geometry-irregular regions. Extensive experiments are conducted on six PolSAR images to verify the effectiveness of the DENet. Compared with the previous works, our method achieves competitive performance.","1558-0644","","10.1109/TGRS.2021.3130174","National Nature Science Foundation of China(grant numbers:61725105,62076241,41801349,62101371); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9624979","Deep neural networks;double encoder;polarimetric synthetic aperture radar (PolSAR);polarization-guided refinement;region-adaptive convolution;terrain segmentation","Image segmentation;Scattering;Feature extraction;Convolution;Task analysis;Covariance matrices;Sun","","12","","74","IEEE","23 Nov 2021","2022","","IEEE","IEEE Journals"
"A Fast Connection Method for Disconnected Coherent Points in Time-Series InSAR Processing","P. Ding; Y. Zhang; Y. Kang; H. Wu; J. Wei","Chinese Academy of Surveying and Mapping, Beijing, China; Chinese Academy of Surveying and Mapping, Beijing, China; Chinese Academy of Surveying and Mapping, Beijing, China; Chinese Academy of Surveying and Mapping, Beijing, China; Chinese Academy of Surveying and Mapping, Beijing, China",IEEE Transactions on Geoscience and Remote Sensing,"27 Jan 2026","2026","64","","1","12","Time-series interferometric synthetic aperture radar (TS-InSAR) has been extensively applied to ground deformation monitoring and disaster risk assessment. In this process, coherent point (CP) selection and connection are two essential steps. Typically, CPs are initially connected using methods such as Delaunay triangulation, followed by the estimation of deformation parameters for each edge. However, the removal of low-quality edges often fragments the initial network into multiple subnetworks, and reliable deformation estimation requires reconnecting these subnetworks into a single, fully connected network. Despite its importance, this problem remains challenging and has not been fully addressed. In this article, we propose an efficient subnetwork connection method, termed KD-tree with iterative expansion (KDIE), which integrates a K-dimension (KD)-tree-based distance searching strategy with an iterative expansion scheme. KDIE efficiently identifies connection edges using the KD-tree and progressively extends the search distance (SD) up to the atmospheric correlation distance (ACD), thereby avoids missing any connectable subnetworks and preferentially connects nearly all subnetworks with short edges. Compared with the existing multilayer subnetwork connection (MLSC) method, two experiments concerning C-band Sentinel-1A images over a mountainous landscape and X-band TerraSAR-X images over an urban area demonstrate that KDIE connects 1.84% and 0.25% more CPs than the MLSC method, while reducing computational time to only 5%–8% of that required by the MLSC method.","1558-0644","","10.1109/TGRS.2026.3654035","National Key Research and Development Program of China(grant numbers:2023YFC3007202); National Natural Science Foundation of China(grant numbers:42274047); Science and Technology Special Project of the Ministry of Natural Resources of China(grant numbers:A2520); Fundamental Research Funds from Chinese Academy of Surveying and Mapping(grant numbers:AR2408,AR2509); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11352969","Iterative expansion;K-dimension (KD)-tree;subnetwork connection;time-series interferometric synthetic aperture radar (TS-InSAR)","Deformation;Reliability;Coherence;Iterative methods;Image edge detection;Estimation;Atmospheric modeling;Trees (botanical);Monitoring;Geoscience and remote sensing","","","","25","IEEE","15 Jan 2026","2026","","IEEE","IEEE Journals"
"Land Suitability Assessment Based on Feature-Level Fusion of Sentinel-1 and Sentinel-2 Imagery: A Case Study of the Honam Region of Iran","B. D. Khaki; M. Chatrenour; M. N. Navidi; M. Soleimani; S. Mirzaei; S. Pignatti","Department of Land Evaluation, Soil and Water Research Institute, Agricultural Research, Education and Extension Organization, Karaj, Iran; Department of Land Evaluation, Soil and Water Research Institute, Agricultural Research, Education and Extension Organization, Karaj, Iran; Department of Land Evaluation, Soil and Water Research Institute, Agricultural Research, Education and Extension Organization, Karaj, Iran; Department of Remote Sensing and GIS, Faculty of Geography, University of Tehran, Tehran, Iran; Institute of Methodologies for Environmental Analysis, Italian National Research Council, Potenza, Italy; Institute of Methodologies for Environmental Analysis, Italian National Research Council, Potenza, Italy",IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,"5 Sep 2024","2024","17","","14777","14789","Optimal use of agricultural land leads to increased productivity and paves the way for sustainable agriculture. The land suitability assessment (LSA) is known as the basic scientific solution in this regard and has been widely used. This study takes a new approach to LSA based on the cultivated crops and their land production potential (LPP). The Honam region of Lorestan Province in western Iran was selected as a case study, where various plants including orchards and crop types (e.g., rainfed wheat, irrigated wheat, barley, chickpea, alfalfa, clover, and garlic) were cultivated. A map of crop types was first produced using the time series of Sentinel-1 synthetic aperture radar and Sentinel-2 optical imagery in the context of a feature-level fusion classification approach based on the support vector machine (SVM) algorithm. The LSA was then performed using the Food and Agriculture Organization method, and the LPP for plants was estimated using climate, soil, and landscape requirements. The SVM-derived crop type map gave acceptable performance with an overall accuracy of 92% and 86% kappa coefficient. Meanwhile, the clover and alfalfa had the highest (96%) and lowest (66%) accuracy, respectively. The LSA showed that slope, temperature, and soil physical properties such as texture, structure, and coarse fragments resulted in a significant reduction in LPP compared to potential yield. These limitations lowered the land suitability for chickpea, wheat, and garlic and made the land unsuitable for chickpea. Despite the limitations, over 60% of the studied lands for alfalfa, clover, barley, and wheat were in the suitable and moderately suitable classes.","2151-1535","","10.1109/JSTARS.2024.3437689","Soil and Water Research Institute of Iran(grant numbers:014-10-10-9452); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10653750","Crop type mapping;land production potential (LPP);land suitability assessment (LSA);remote sensing;sentinel imagery","Crops;Soil;Optical imaging;Production;Optical sensors;Adaptive optics;Sentinel-1","","3","","50","CCBYNCND","27 Aug 2024","2024","","IEEE","IEEE Journals"
"Mechanical and Magnetic Design of the Superferric Dipoles for the Super-FRS of the FAIR Project","J. E. Muñoz Garcia; W. Abdel Maksoud; E. Cho; P. Graffin; C. Mayri; H. Mueller; C. Pes; L. Quettier; M. Winkler; S. Zhihong","Physical Sciences Division, French Alternative Energies and Atomic Energy Commission (CEA), Gif-sur-Yvette, France; Physical Sciences Division, French Alternative Energies and Atomic Energy Commission (CEA), Gif-sur-Yvette, France; GSI Helmholtzzentrum für Schwerionenforschung GmbH, Darmstadt, Germany; Physical Sciences Division, French Alternative Energies and Atomic Energy Commission (CEA), Gif-sur-Yvette, France; Physical Sciences Division, French Alternative Energies and Atomic Energy Commission (CEA), Gif-sur-Yvette, France; GSI Helmholtzzentrum für Schwerionenforschung GmbH, Darmstadt, Germany; Physical Sciences Division, French Alternative Energies and Atomic Energy Commission (CEA), Gif-sur-Yvette, France; Physical Sciences Division, French Alternative Energies and Atomic Energy Commission (CEA), Gif-sur-Yvette, France; GSI Helmholtzzentrum für Schwerionenforschung GmbH, Darmstadt, Germany; Physical Sciences Division, French Alternative Energies and Atomic Energy Commission (CEA), Gif-sur-Yvette, France",IEEE Transactions on Applied Superconductivity,"1 Mar 2016","2016","26","4","1","4","The Superconducting FRagment Separator (SuperFRS) is a part of the Facility for Antiproton and Ion Research, a new international accelerator facility for the research with antiprotons and ions to be built in Darmstadt, Germany. The Super-FRS is a two-stage fragment separator consisting of a PreSeparator and a Main-Separator, which includes 24 superferric H-type dipole magnets with trapezoidal structure and large aperture. The dipole magnets of the separator will have a deflection radius of 12.5 m, a magnetic field of up to 1.6 T, and an effective length of more than 2 m to bend ion beams with a rigidity from 2 T · m up to 20 T · m. Two trapezoidal-shaped Nb-Ti coils will be located inside a cryostat cooled with liquid helium, but the dipole will have a warm iron yoke with a wide air trim slot. This air trim slot and four chamfered removable poles are designed to meet the required field homogeneity. This paper reports on the current status of the mechanical and magnetic design of such a dipole. The structural stability of the coil case based on 3-D finite-element analysis and the magnetic field simulations of the magnet are presented in detail.","1558-2515","","10.1109/TASC.2016.2518398","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7383239","Facility for Antiproton and Ion Research;Stress analysis;end chamfer;Facility for Antiproton and Ion Research (FAIR) project;super-FRS;stress analysis;displacement distribution;superferric dipole;magnetic field calculation;integral field homogeneity;end chamfer;removable pole;Nb-Ti","Superconducting magnets;Coils;Magnetic separation;Particle separators;Iron;Magnetomechanical effects","","8","","8","IEEE","14 Jan 2016","June 2016","","IEEE","IEEE Journals"
"Methodology for in situ Characterisation of a Highly Birefringent Photonic Crystal Fibre for Supercontinuum Generation","J. P. Burger; A. B. Salem; R. Cherif; M. Zghal","National Metrology Institute of South Africa (NMISA), Private Bag X34, Lynnwood Ridge, 0040, South Africa. E-mail: JBurger@nmisa.org; Cirta'Com Laboratory, Engineering School of Communication of Tunis (Sup'Com), University of Carthage, Ghazala Technopark, Ariana 2083, Tunisia; Cirta'Com Laboratory, Engineering School of Communication of Tunis (Sup'Com), University of Carthage, Ghazala Technopark, Ariana 2083, Tunisia; Cirta'Com Laboratory, Engineering School of Communication of Tunis (Sup'Com), University of Carthage, Ghazala Technopark, Ariana 2083, Tunisia",SAIEE Africa Research Journal,"17 Dec 2018","2012","103","1","35","40","A novel methodology for precisely determining the eigenaxes and effective twist of a solid-core polarisation maintaining fibre with a slightly elliptical effective core in an experimental setup with an ultrashort pulse laser is presented. This geometrical identification relies on experimental modal analysis and by utilising an incoherent ultrashort optical pulse fragment measurement and modelling procedure, and is a prerequisite for precise measurements and characterisation of this class of fibres. This orienting method is applied in the study of low threshold and temporally and polarisation stable supercontinuum generation in ~2m length of photonic crystal fibre, utilizing a modelocked Ti:Sapphire laser.","1991-1696","","10.23919/SAIEE.2012.8531977","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8531977","Polarisation maintaining fibre;orientation measurement;supercontinuum;photonics","Optical fibers;Fiber lasers;Laser modes;Measurement by laser beam;Optical pulses;Fiber nonlinear optics","","2","","","","17 Dec 2018","March 2012","","SAIEE","SAIEE Journals"
"A Novel Flood Response Resilience Index Based on Flood Mapping Using 4D-SIFCM","L. Wang; L. Zhang; Z. Wang; Q. Fan; Z. Lu; J. Zhao","School of Environment Science and Spatial Informatics, China University of Mining and Technology, Xuzhou, China; School of Environment Science and Spatial Informatics, China University of Mining and Technology, Xuzhou, China; School of Environment Science and Spatial Informatics, China University of Mining and Technology, Xuzhou, China; School of Environment Science and Spatial Informatics, China University of Mining and Technology, Xuzhou, China; School of Environment Science and Spatial Informatics, China University of Mining and Technology, Xuzhou, China; School of Environment Science and Spatial Informatics, China University of Mining and Technology, Xuzhou, China",IGARSS 2025 - 2025 IEEE International Geoscience and Remote Sensing Symposium,"25 Nov 2025","2025","","","4522","4525","The increasing frequency of extreme weather and climate change highlights the critical need for urban flood resilience assessments. However, current research often suffers from limited analytical methods, data constraints, poor generalizability, and insufficient consideration of long-term socio-economic impacts. To address these issues, this study takes Nanchang City as the research object, utilizes the 4D - SIFCM algorithm to obtain flood mapping, and constructs the Flood Response Resilience (FRR) index, which aims to measure the sensitivity of the city to flood events under extreme rainfall conditions and serves as a comprehensive quantitative indicator for evaluating urban flood resilience. The findings reveal the experimental demonstrates that: (1) Wetlands in the northeastern Poyang Lake area play a significant role in mitigating heavy rainfall floods; (2) regions with evenly distributed wetlands, such as Qinyunpu District and Anyi County, demonstrate strong flood resilience, while fragmented wetland areas like Xinjian District show weaker resilience; (3) road network density, per capita GDP, and population density are key factors influencing flood resilience.","2153-7003","979-8-3315-0810-4","10.1109/IGARSS55030.2025.11242532","National Natural Science Foundation of China; China University of Mining and Technology; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11242532","Urban Flood Resilience;Influencing Factors;4D-SIFCM Algorithm;Resilience Assessment Indicator","Rain;Sensitivity;Roads;Urban areas;Floods;Indexes;Socioeconomics;Population density;Resilience;Wetlands","","","","12","IEEE","25 Nov 2025","3-8 Aug. 2025","3-8 Aug. 2025","IEEE","IEEE Conferences"
"Superconducting Magnet Testing for FAIR","P. Schnizer; E. Fischer; A. Mierau; K. Sugita","GSI Helmholtzzentrum für Schwerionenforschung mbH, Darmstadt, Germany; GSI Helmholtzzentrum für Schwerionenforschung mbH, Darmstadt, Germany; GSI Helmholtzzentrum für Schwerionenforschung mbH, Darmstadt, Germany; GSI Helmholtzzentrum für Schwerionenforschung mbH, Darmstadt, Germany",IEEE Transactions on Applied Superconductivity,"15 Jan 2014","2014","24","3","1","4","The Facility for Ion and Antiproton Reseach is now procuring the first series of magnets with the other series on the tendering process. The superconducting magnets will be tested at GSI or partner institutes. The fast ramped synchrotron SIS100 uses superferric dipoles with a beam aperture of 115 mm · 60 mm and a maximum field of 1.9 T at ≈ 13 kA with a ramp rate of 4 T/s and a continuous cycle frequency of up to 1 Hz. These magnets are built on the Nuclotron cable with NbTi wire. The superconducting fragment separator magnets are superferric, with an aperture of 220 mm · 80 mm for the dipole, a pole dip field of 1.6 T, use a NbTi NMR type wire, and operation currents of ≈300 A. In addition, R&D on SIS300 main magnets proceeds for the second project phase, requiring additional test preparation for the already built prototypes. The dipole magnets are 6-T cosθ magnets using a NbTi Rutherford cable. All these magnets must be tested at cold temperatures to prove their functionality and production accuracy. Different test facilities are currently set up and the test procedures are established. We report on the testing strategy and the progress of the test preparation.","1558-2515","","10.1109/TASC.2013.2290229","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6657918","Electromagnetic measurements;rotating coil probes;superconducting magnets;testing;toroidal magnetic fields","Superconducting magnets;Toroidal magnetic fields;Saturation magnetization;Coils;Testing;Magnetic separation;Probes","","2","","24","IEEE","7 Nov 2013","June 2014","","IEEE","IEEE Journals"
"Feedback control of a DNA molecule tethered in a nanopore to repeatedly probe DNA-binding enzymes","N. A. Wilson; R. Abu-Shumays; K. Lieberman; M. Akeson; W. B. Dunbar","Baskin School of Engineering, University of California, Santa Cruz, Santa Cruz, CA, USA; Baskin School of Engineering, Staff research scientist, University of California, Santa Cruz, Santa Cruz, CA, USA; Baskin School of Engineering, Staff research scientist, University of California, Santa Cruz, Santa Cruz, CA, USA; Baskin School of Engineering, biomolecular engineering, University of California, Santa Cruz, Santa Cruz, CA, USA; Baskin School of Engineering, computer engineering, University of California, Santa Cruz, Santa Cruz, CA, USA",2008 30th Annual International Conference of the IEEE Engineering in Medicine and Biology Society,"14 Oct 2008","2008","","","5745","5748","This paper demonstrates feedback voltage control of a single DNA molecule tethered in a biological nanopore. The nanopore device monitors ionic current through a single protein pore inserted in a lipid bilayer. The limiting aperture of the pore is just sufficient (1.5 nm diameter) to accommodate single-stranded DNA. The tethered DNA is double stranded on each end, with a single stranded segment that traverses the pore. Voltage control is used to regulate the motion of the tethered DNA, for repeated capture and subsequent voltage-promoted dissociation of DNA-binding enzymes above the nanopore. In initial experiments using the Klenow fragment of Escherichia coli DNA polymerase I, control of 8 independent tethered DNA molecules yielded 337 dissociation events in a period of 380 seconds. The resulting distribution of DNA-protein dissociation times can be used to model the free energy profile of dissociation. Moreover, the approach is applicable to numerous enzymes that bind or modify DNA or RNA including exonucleases, kinases, and other polymerases.","1558-4615","978-1-4244-1814-5","10.1109/IEMBS.2008.4650519","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4650519","","DNA;Nanobioscience;Enzymes;Polymers;Logic;Nanoscale devices;Voltage control;Voltage measurement;RNA;Mathematical models","DNA;DNA-Directed DNA Polymerase;Electrochemistry;Electrochemistry;Equipment Design;Equipment Failure Analysis;Feedback;Lipid Bilayers;Micromanipulation;Micromanipulation;Molecular Probe Techniques;Nanotechnology;Nanotechnology;Porosity;Protein Binding;Protein Interaction Mapping;Reproducibility of Results;Sensitivity and Specificity","1","45","13","IEEE","14 Oct 2008","20-25 Aug. 2008","20-25 Aug. 2008","IEEE","IEEE Conferences"
"Walled LTSA Array for Rapid, High Spatial Resolution, and Phase-Sensitive Imaging to Visualize Plastic Landmines","S. Masuyama; A. Hirose","The Department of Electronic Engineering, University of Tokyo, Tokyo, Japan; The Department of Electronic Engineering, University of Tokyo, Tokyo, Japan",IEEE Transactions on Geoscience and Remote Sensing,"23 Jul 2007","2007","45","8","2536","2543","We propose a walled linearly tapered slot antenna (LTSA) array to visualize plastic landmines. Previously, we reported an adaptive nonlinear visualization system based on a complex-valued self-organizing map (CSOM) that deals with complex amplitude texture in reflection images at multiple frequencies. The system distinguishes landmines from clutter by paying attention to textural features obtained by high spatial resolution and wideband reflection measurement. Because the system employed a mechanical scan of a pair of horn antennas, the measurement required a long time. An array antenna can reduce the time. The antenna element to be used there should therefore be compact and wideband. This paper reports the design and fabrication of a walled LTSA array visualization system. The antenna element has a 14 times 28 mm aperture size, and works at the 8-12 GHz frequency band. Because the structure is a simple combination of glass epoxy substrates and metal plates, we can easily fabricate low-cost and lightweight arrays. Electrical switches realize a high-speed scanning of 12 times 12 = 144 elements in total. We also report the results of a visualization experiment, in which plastic landmines are clearly visualized with the array in combination with the adaptive CSOM processing. Detection of landmines at frequencies of 10 GHz is only likely to be possible for targets buried a few centimeter deep or where the soil attenuation is very low. This might be a severe limitation of applicability of the method, as in field conditions soil attenuations of 10 dB or considerably more are commonly encountered, requiring the radar to operate at frequencies below 2-3 GHz. The best solution may be a multisensor system comprising these complementary high- and low-frequency radars.","1558-0644","","10.1109/TGRS.2007.897418","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4276893","Complex-valued self-organizing map (CSOM);ground-penetrating radar (GPR);linearly tapered slot antenna (LTSA);plastic landmine","Phased arrays;Spatial resolution;High-resolution imaging;Visualization;Plastics;Landmine detection;Frequency;Linear antenna arrays;Optical reflection;Antenna measurements","","47","","22","IEEE","23 Jul 2007","Aug. 2007","","IEEE","IEEE Journals"
