"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A tunable dual-band miniaturized monopole antenna","J. Tang; R. O. Ouedraogo; E. J. Rothwell; A. R. Diaz; K. Fuchi","Dept. of Electrical and Computer Engineering, Michigan State University, East Lansing, MI, USA; MIT Lincoln Laboratory, Lexinzton, MA; Dept. of Electrical and Computer Engineering, Michigan State University, East Lansing, MI, USA; Michigan State University, East Lansing, MI, US; Aerospace Systems Directorate, Air Force Research Laboratory Wright-Patterson AFB, Ohio",2014 USNC-URSI Radio Science Meeting (Joint with AP-S Symposium),"13 Nov 2014","2014","","","62","62","Summary form only given. The rapid growth of the market for wireless communication devices demands more flexibility in coordinating different wireless standards and devices while maintaining a small device profile. This has produced a need for compact antennas with frequency tunability across multiple operating bands. Many techniques have been developed to produce miniaturized antennas, including the use of slots and high-permittivity dielectrics. At the same time, techniques for producing tunable multi-band antennas have been devised. These include the loading of a multi-resonance structure, such as a multi-branch monopole or a planar inverted F antenna, with varactor diodes. However, such tuning techniques typically result in limited size reduction or increased manufacturing complexity. In this paper, a technique of producing miniaturized, tunable, planar monopole antennas is presented. Miniaturization of the antenna is achieved by optimizing the geometry of a pixelated metallic patch surrounding a monopole antenna through a genetic algorithm. Full wave simulations using HFSS have been employed to demonstrate that tuning of the miniaturized antenna can be achieved by varying the capacitance of an appropriate varactor diode placed at a proper location. As a result, an ultra-compact monopole antenna that fits into hemisphere of 5.3 mm radius, which is equivalent of λ /22 at 2.1 GHz, is realized. A prototype antenna with integrated DC bias has been fabricated and measured to demonstrate the feasibility of the proposed design. It is seen that by varying the capacitance of the varactor diode, two resonance frequencies can be continuously tuned simultaneously. The tuning range of the antenna covers multiple frequency bands for WLAN and WiMAX, which makes it suitable for wireless applications. The radiation patterns and efficiency of the antenna will be measured and validated through simulations.","","978-1-4799-3746-2","10.1109/USNC-URSI.2014.6955444","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6955444","","Antennas;Antenna measurements;Wireless communication;Varactors;Tuning;Educational institutions;Laboratories","","","","","IEEE","13 Nov 2014","6-11 July 2014","6-11 July 2014","IEEE","IEEE Conferences"
"A parametric study of genetic algorithms for pixelated antenna design","Yen-Sheng Chen; Yi-Hsiang Chiu","Department of Electronic Engineering, National Taipei University of Technology, Taipei, Taiwan, R.O.C.; Department of Electronic Engineering, National Taipei University of Technology, Taipei, Taiwan, R.O.C.",2015 Asia-Pacific Symposium on Electromagnetic Compatibility (APEMC),"6 Aug 2015","2015","","","196","199","To reduce the design cycle of antenna development, pixelated antenna design becomes a very important approach. The success of pixelated antenna design relies on understanding the effect of genetic operators and learning thoroughly how to set the level of parameters. The aim of this paper is to present a numerical study for designing genetic algorithms (GAs) that perform well and robust on pixelated-antenna-design problems. We show that for a GA using orthogonal arrays as initialization condition we can enhance the capability of exploring the solution domain. On the other hand, the important guiding features to generate a successful design, such as the “sweet spot” of GA parameters and population sizing, are illustrated in this paper.","2162-7673","978-1-4799-6670-7","10.1109/APEMC.2015.7175233","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7175233","","Image quality;Genetic algorithms;Sociology;Statistics;Genetics;Robustness;Antennas","","","","12","IEEE","6 Aug 2015","26-29 May 2015","26-29 May 2015","IEEE","IEEE Conferences"
"Micropatterned W-band antenna tiles","R. S. Westafer; J. B. Dee; M. G. Habib","Advanced Concepts Laboratory (ACL), Georgia Tech Research Institute (GTRI); Advanced Concepts Laboratory (ACL), Georgia Tech Research Institute (GTRI); Advanced Concepts Laboratory (ACL), Georgia Tech Research Institute (GTRI)",2017 IEEE MTT-S International Microwave Symposium (IMS),"5 Oct 2017","2017","","","831","834","Planar W-band antenna tiles were created by defining pixelated subwavelength metal patterns on 4 mm square and 500 μm thick glass tiles space fed by an open-ended waveguide. The metal patterns were optimized to form beams and convert polarization. The metal patterns were found by genetic algorithm optimization of finite difference time domain simulations. Several antennas were fabricated, measured, and found to agree with the predictions.","","978-1-5090-6360-4","10.1109/MWSYM.2017.8058708","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8058708","millimeter wave;pixelated antenna;multiplexer;aperture;metasurface","Antenna measurements;Microwave antennas;Microwave measurement;Image quality;Millimeter wave measurements;Metals;Glass;Planar waveguides;Time-domain analysis;Optimization","","","","14","IEEE","5 Oct 2017","4-9 June 2017","4-9 June 2017","IEEE","IEEE Conferences"
"Automated Design of Pixelated Metasurfaces using Particle Swarm Optimization for Diverse Applications","Y. Chandrakapure; A. Kumar; A. C. Joshi; A. Lakhtakia; D. Sarkar","Dept. of Electrical Communication Engineering, Indian Institute of Science, Bengaluru, KA, India; Dept. of Electrical Communication Engineering, Indian Institute of Science, Bengaluru, KA, India; Dept. of Electrical Communication Engineering, Indian Institute of Science, Bengaluru, KA, India; Dept. of Engineering Science and Mechanics, Pennsylvania State University, University Park, PA, USA; Dept. of Engineering Science and Mechanics, Pennsylvania State University, University Park, PA, USA","2024 IEEE Microwaves, Antennas, and Propagation Conference (MAPCON)","20 Mar 2025","2024","","","1","4","This paper introduces an automated methodology for designing pixelated metasurfaces for diverse application scenarios. Our approach dynamically adjusts pixel positions on the metaatoms of the metasurface to achieve specific functionalities. Based on Particle Swarm Optimization, the design algorithm minimizes the cost function to output optimal pixel configuration for the desired functionality. For definiteness, we focused on optimizing the Polarization Conversion Ratio and Transmission Efficiency at a target frequency $f_{0}$. We fabricated metasurface prototypes based on simulated meta-atoms and conducted experimental measurements to validate our approach. The experimental results are strongly correlated with the simulated responses, confirming the efficacy of our methodology for designing versatile metasurfaces with electromagnetic response characteristics that are desirable for specific application scenarios.","","979-8-3503-7969-3","10.1109/MAPCON61407.2024.10923570","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10923570","Metasurface;Particle Swarm Optimization (PSO);Polarization Conversion Ratio (PCR);Transmission Efficiency","Image quality;Microwave antennas;Heuristic algorithms;Prototypes;Metasurfaces;Particle measurements;Microwave theory and techniques;Frequency conversion;Particle swarm optimization;Microwave propagation","","","","19","IEEE","20 Mar 2025","9-13 Dec. 2024","9-13 Dec. 2024","IEEE","IEEE Conferences"
"Machine Learning Design Approach of 3D Printed Pixelated Lens MIMO Antenna for CubeSat","M. F. Nakmouche; D. Deslandes; G. Gagnon","Electrical Engineering Department, Ecole de technologie superieure, Montreal, Quebec, Canada; Electrical Engineering Department, Ecole de technologie superieure, Montreal, Quebec, Canada; Electrical Engineering Department, Ecole de technologie superieure, Montreal, Quebec, Canada",2023 IEEE International Symposium on Antennas and Propagation and USNC-URSI Radio Science Meeting (USNC-URSI),"7 Sep 2023","2023","","","1691","1692","A Machine Learning (ML) synthesis approach is proposed and presented to design a high gain 3D printed pixel lens MIMO antenna for CubeSat at V-band. A realized gain of 12 dBi and an fractional bandwidth of 11.59% (59.3-66.6 GHz) with S11<-20 dB are obtained. Simulated and ML performance results indicate that the ML-based synthesis approach required only a few seconds to predict results with a low error rate, whereas the classic optimization approach, such as GA in HFSS, required 48 hours of continuous iteration to solve the optimization problem.","1947-1491","978-1-6654-4228-2","10.1109/USNC-URSI52151.2023.10237777","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10237777","Machine Learning;Additive manufacturing;Ridge Gap Waveguide;CubeSat;V-band","Three-dimensional displays;Error analysis;Machine learning;Bandwidth;CubeSat;Optimization;Gain","","","","11","IEEE","7 Sep 2023","23-28 July 2023","23-28 July 2023","IEEE","IEEE Conferences"
"Investigation of Antenna Topology Optimization Using Genetic Algorithms","Y. -S. Chen","Department of Electronic Engineering, National Taipei University of Technology, Taipei, Taiwan","2023 International Technical Conference on Circuits/Systems, Computers, and Communications (ITC-CSCC)","15 Aug 2023","2023","","","1","4","This paper presents a new initialization method and optimum parameterization for genetic algorithms (GAs) in pixelated antenna design. The mathematical model of pixelated antenna design is first illustrated. In order to solve this mathematical model, GAs are widely used as the optimization algorithm. In general, GAs are initialized by a randomized population, which may lead to unbalanced exploration and slower convergence. To overcome such a limitation, this paper presents orthogonal arrays serving as the initialization mechanism to generate a fairly-distributed population; as a result, the efficiency is greatly enhanced. In addition, the optimal parameterization is clarified, and the associated convergence history exhibits robust performances as compared to conventional approaches. Hence, the design cycle of pixelated antennas is reduced significantly by the proposed technique.","","979-8-3503-2641-3","10.1109/ITC-CSCC58803.2023.10212719","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10212719","Antennas;design methodology;mobile antennas;optimization methods","Image quality;Sociology;Mathematical models;Topology;History;Statistics;Antennas","","","","4","IEEE","15 Aug 2023","25-28 June 2023","25-28 June 2023","IEEE","IEEE Conferences"
"Design of Dual-Polarised Multi-Pixel Patch Antennas for Simultaneous Wireless Information and Power Transfer in IoT Sensor Networks","M. Odiamenhi; H. J. Basherlou; C. H. See; K. Goh; H. Yu; N. O. Parchin; A. S. I. Amar; A. K. Mahmoud","School of Computing, Engineering & the Built Environment, Edinburgh Napier University, Edinburgh, UK; School of Computing, Engineering & the Built Environment, Edinburgh Napier University, Edinburgh, UK; School of Computing, Engineering & the Built Environment, Edinburgh Napier University, Edinburgh, UK; School of Computing, Engineering & the Built Environment, Edinburgh Napier University, Edinburgh, UK; School of Computing, Engineering & the Built Environment, Edinburgh Napier University, Edinburgh, UK; School of Computing, Engineering & the Built Environment, Edinburgh Napier University, Edinburgh, UK; Egyptian Technical Research and Development Centre, Cairo, Egypt; Egyptian Military Academy, Cairo, Egypt",2025 International Telecommunications Conference (ITC-Egypt),"13 Oct 2025","2025","","","884","888","A dual-band, dual-polarised patch antenna is proposed for SWIPT applications in IoT sensor networks supporting Industry $\text{5.0}$ systems. It operates at $\text{3.3 - 4.9 ~ GHz}$ for data and 5.2 GHz for power transfer. The design utilises a proximity-coupled feed and a pixelated capacitive coupling structure to enable direct RF-to-DC rectification without the need for external matching circuits. The antenna achieves a 46.3 % impedance bandwidth and maintains stable dual-polarised performance under varying environmental conditions. Simulations in CST Studio Suite show a peak RF-to-DC conversion efficiency of 56.5 % over an input power range of -15 to 10 dBm. Compared to conventional SWIPT designs with a baseline efficiency of $\text{45 \%}$, this reflects a $\text{25 \%}$ improvement. The proposed antenna provides a scalable and efficient solution for wideband SWIPT integration in self-sustaining IoT sensor systems.","","978-1-6654-5800-9","10.1109/ITC-Egypt66095.2025.11186626","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11186626","Simultaneous wireless information and power transfer (SWIPT);dual-polarised antennas;IoT sensor networks","Wireless communication;Wireless sensor networks;Schottky diodes;Patch antennas;Sensor systems;Reflection;Telecommunications;Broadband antennas;Simultaneous wireless information and power transfer;Wideband","","","","10","IEEE","13 Oct 2025","28-31 July 2025","28-31 July 2025","IEEE","IEEE Conferences"
"MEMS Reconfigurable Broadband Patch Antenna for Conformal Applications","M. D. Wright; W. Baron; J. Miller; J. Tuss; D. Zeppettella; M. Ali","Department of Electrical Engineering, University of South Carolina, Columbia, SC, USA; Air Force Research Laboratory, Wright Patterson Air Force Base, OH, USA; Air Force Research Laboratory, Wright Patterson Air Force Base, OH, USA; Air Force Research Laboratory, Wright Patterson Air Force Base, OH, USA; Air Force Research Laboratory, Wright Patterson Air Force Base, OH, USA; Department of Electrical Engineering, University of South Carolina, Columbia, SC, USA",IEEE Transactions on Antennas and Propagation,"31 May 2018","2018","66","6","2770","2778","An MEMS reconfigurable broadband pixelated patch antenna is introduced for conformal applications, such as in aircrafts or vehicles. The proposed design considers structural fiberglass composite, Rohacell foam, structural epoxy, ultrathin graphite fibers, and conductive epoxy to be the materials of choice. A nonconventional method of MEMS switch installation is developed and used, which requires connecting the MEMS chips to the antenna or feed traces using very small amounts of conductive epoxy and then curing the specimen in an oven. The proposed fabrication and assembly process is a low temperature process and is not limited in terms of specimen size. The proposed reconfigurable antenna has three reconfiguration states that allow it to operate from 1.13 to 1.7 GHz with 3-7 dBi gain, excellent radiation patterns, and low cross polarization.","1558-2221","","10.1109/TAP.2018.2819818","Air Force Research Laboratory, Wright Patterson Air Force Base, Cleared for Public Release—Case Number: 88ABW-2018-1034(grant numbers:15-S2606-04-C18); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8325472","Broadband;conformal;MEMS;patch;reconfigurable;structural","Substrates;Micromechanical devices;Antenna measurements;Radio frequency;Gain;Antenna radiation patterns","","57","","42","IEEE","26 Mar 2018","June 2018","","IEEE","IEEE Journals"
"Prior-Knowledge-Guided Deep-Learning-Enabled Synthesis for Broadband and Large Phase Shift Range Metacells in Metalens Antenna","P. Liu; L. Chen; Z. N. Chen","Department of Electrical and Computer Engineering, National University of Singapore, Singapore; Department of Mechanical Engineering, National University of Singapore, Singapore; Department of Electrical and Computer Engineering, National University of Singapore, Singapore",IEEE Transactions on Antennas and Propagation,"27 Jul 2022","2022","70","7","5024","5034","A prior-knowledge-guided deep-learning-enabled (PK-DL) synthesis method is proposed for enhancing the transmission bandwidth and phase shift range of metacells used for the design of metalens antennas. The algorithm of conditional deep convolutional generative adversarial network (cDCGAN) is utilized in the proposed deep-learning (DL) method. Prior knowledge, including well-known fundamental electromagnetic theorems and experience in antenna design, is purposely applied at the early stage of the proposed method to strategically guide and speed up the synthesis. The proposed intelligent method provides the design of pixelated metacells with high degrees of freedom so that the key performance of the synthesized metacells exceeds the existing limit of conventional design methods by generating a rich profusion of cell patterns. For example, the synthesized triple-layer metacell achieves the −1 dB phase shift range of 330° breaking the limit of 308° derived by existing techniques. The proposed synthesis method also provides the additional capability to flexibly control the phase shift not only at the center frequency but also over a frequency range of interest. A Ku-band metalens antenna formed with the synthesized metacells demonstrates the achieved 1 and 3 dB gain bandwidths increase by 52.2% and 42.6%, respectively, compared to the metalens antenna using the well-known Jerusalem cross (JC) metacells. The proposed method extends the capability for the synthesis of metacells and metalens antennas with enhanced performance.","1558-2221","","10.1109/TAP.2021.3138517","Advanced Research and Technology Innovation Centre (ARTIC); National University of Singapore(grant numbers:R-261-518-002-720); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9670640","Conditional deep convolutional generative adversarial networks (cDCGANs);deep learning (DL);gain bandwidth;metacell;metalens antenna;phase shift range;synthesis method","Geometry;Generators;Antennas;Image quality;Training;Electromagnetics;Antenna theory","","104","","42","IEEE","5 Jan 2022","July 2022","","IEEE","IEEE Journals"
"Rapid Design of Linear-to-Circular Polarization Conversion Metasurfaces Using Deep Learning","W. Xiong; Y. Jiang; N. Qiao; J. Wang","School of Information and Communication, Guilin University of Electronic Technology, Guilin, China; School of Information and Communication, Guilin University of Electronic Technology, Guilin, China; School of Information and Communication, Guilin University of Electronic Technology, Guilin, China; School of Information and Communication, Guilin University of Electronic Technology, Guilin, China","2024 14th International Symposium on Antennas, Propagation and EM Theory (ISAPE)","22 Jan 2025","2024","","","1","3","Based on deep learning, this study proposes a rapid design method of line-to-circular (LTC) polarization conversion metasurface (PCM) using ellipticity angle and pixelated metasurfaces. In this study, the ellipticity angle is used to characterize the LTC polarization conversion performance and the grouped-trained multi-convolutional neural network combination models is utilized for the rapid design. In the frequency range from 6 GHz to 14 GHz, the rapid designs of the narrowband LTC PCM are executed, which indicates the diversity of the designed metasurfaces, validating the effectiveness of the rapid design method.","2643-4687","979-8-3503-5312-9","10.1109/ISAPE62431.2024.10841023","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10841023","Deep Learning;CNN;Rapid Design;Pixelated Metasurfaces;LTC;PCM;Ellipticity Angle","Phase change materials;Image quality;Deep learning;Polarization;Design methodology;Neural networks;Metasurfaces;Frequency diversity;Multifrequency antennas;Narrowband","","","","7","IEEE","22 Jan 2025","23-26 Oct. 2024","23-26 Oct. 2024","IEEE","IEEE Conferences"
"Beam-Scanning Metalens Antenna using Prior-Knowledge-Guided Machine-Learning-Based Synthesis","P. Liu; Z. N. Chen","National University of Singapore, Singapore; National University of Singapore, Singapore",2022 IEEE International Symposium on Antennas and Propagation and USNC-URSI Radio Science Meeting (AP-S/URSI),"21 Sep 2022","2022","","","435","436","A metalens antenna with beamscanning performance is designed using a proposed prior-knowledge-guided machine-learning-enabled (PK-ML) synthesis method. The algorithm of conditional deep convolutional generative adversarial network (cDCGAN) is utilized in the proposed method to generate pixelated metacells with high degrees of freedom. Prior knowledge, including well-known fundamental electromagnetic theorems and experience in antenna design, are purposely applied in the proposed method to guide and speed up the synthesis. Triple-layer metacells are generated using the proposed method for the design of the metalens antenna with improved gain bandwidth. The proposed metalens antenna of area of 13.2 × 13.2 wavelengths realize the gain of 29.4 dBi at 12 GHz with 1-dB bandwidth of 13.5%, 52.2% higher than the reference metalens antenna.","1947-1491","978-1-6654-9658-2","10.1109/AP-S/USNC-URSI47032.2022.9886691","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9886691","","Image quality;Antenna theory;Design methodology;Conferences;Bandwidth;Generative adversarial networks;Electromagnetics","","1","","5","IEEE","21 Sep 2022","10-15 July 2022","10-15 July 2022","IEEE","IEEE Conferences"
"Human-vs Machine Design of Antennas: Evolution Behavior in Genetic Shape Optimization","L. Pollini; M. Zucchi; G. Vecchi","Department of Electronics and Telecommunications, Politecnico di Torino, Torino, ITALY; Department of Electronics and Telecommunications, Politecnico di Torino, Torino, ITALY; Department of Electronics and Telecommunications, Politecnico di Torino, Torino, ITALY",2024 18th European Conference on Antennas and Propagation (EuCAP),"26 Apr 2024","2024","","","1","3","Random-based global optimization algorithms have found extensive application in the domain of antenna shape design, especially when conventional solutions relying on human expertise are lacking. In this research contribution, we investigate the performance of random-based global optimization in scenarios where the design problem could otherwise be tackled through conventional human-guided design methods and parameter adjustments driven by simulations. The present case study involves shape optimization of a 2D pixelated domain, performed via binary coding and a Genetic Algorithm (GA). The reference geometry is a square resonant patch-type antenna with optimized probe feeding position. The initial domain is a pin-centered rectangle larger than the patch itself, so that the optimizer is eventually free to indirectly find the best pin position corresponding to the best design of the patch.","","978-88-31299-09-1","10.23919/EuCAP60739.2024.10501351","European Union's Horizon 2020 research and innovation programme(grant numbers:955476); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10501351","Optimization;Electromagnetics;Antennas;Genetic Algorithm","Geometry;Shape;Sociology;Apertures;Pins;Statistics;Probes","","","","4","","26 Apr 2024","17-22 March 2024","17-22 March 2024","IEEE","IEEE Conferences"
"Exploiting asymmetry in a capacitively loaded strongly coupled dipole array","C. I. Kolitsidas; B. L. G. Jonsson; P. Persson; A. Stjerman","KTH Royal Institute of Technology, School of Electrical Engineering, Stockholm, Sweden; KTH Royal Institute of Technology, School of Electrical Engineering, Stockholm, Sweden; Ericsson AB, Gothenburg, Sweden; Ericsson AB, SE-417 56 Gothenburg, Sweden",2014 Loughborough Antennas and Propagation Conference (LAPC),"29 Dec 2014","2014","","","723","726","The scope of this work is to investigate asymmetry in a strongly coupled dipole array and exploit its effect for bandwidth and scanning improvement. Typically, antenna array elements are symmetrical in E- and H-plane. Introducing non-symmetric elements offers additional freedom to improve the array characteristics. The effect of non-symmetric elements is studied and a reference case is created with a symmetric element in unit cell design. The obtained bandwidth for the reference case is a 6:1 at the broadside. Using this element as a base for this work, we pixelate parts of the element and optimize this parts with a genetic algorithm. Having an initial design (solution) reduces significant the number of iterations needed for the genetic algorithm to converge. The element was studied in a rectangular and in triangular lattice. The results indicate that in both cases the performance is improved. Finally, the performance of the developed array element was investigated in terms of the array figure of merit, a general measure of array element performance. This resulted in the best known array figure of merit; 0.84.","","978-1-4799-3662-5","10.1109/LAPC.2014.6996497","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6996497","","Arrays;Bandwidth;Antenna arrays;Lattices;Dipole antennas;Image quality","","4","3","13","IEEE","29 Dec 2014","10-11 Nov. 2014","10-11 Nov. 2014","IEEE","IEEE Conferences"
"Novel Absorber Based on Pixelated Frequency Selective Surface Using Estimation of Distribution Algorithm","M. Zhao; X. Yu; Q. Wang; P. Kong; Y. He; L. Miao; J. Jiang","School of Optical and Electronic Information, Huazhong University of Science and Technology, Wuhan, Hubei, China; School of Optical and Electronic Information, Huazhong University of Science and Technology, Wuhan, Hubei, China; School of Optical and Electronic Information, Huazhong University of Science and Technology, Wuhan, Hubei, China; School of Optical and Electronic Information, Huazhong University of Science and Technology, Wuhan, Hubei, China; School of Optical and Electronic Information, Huazhong University of Science and Technology, Wuhan, Hubei, China; School of Optical and Electronic Information, Huazhong University of Science and Technology, Wuhan, Hubei, China; School of Optical and Electronic Information, Huazhong University of Science and Technology, Wuhan, Hubei, China",IEEE Antennas and Wireless Propagation Letters,"1 Jul 2015","2015","14","","1467","1470","A novel design method for absorber is presented, based on pixelated FSS with common effect of metallic pixels and lumped resistors. Considering the relative position of resistors and pixelated patches, the estimation of distribution algorithm is firstly employed to optimize the absorbing performance. Optimization process demonstrates its availability and high-efficiency. An absorption band (3.08-6.00 GHZ) below -6 dB formed with two strong absorption peaks is achieved, compared with the poor absorption performance in pixelated FSS without resistors. The simulated surface current distributions suggest that the loaded resistors are the main source for energy loss of incident electromagnetic wave, and provide an intuitive explanation to the correlation of optimized unit cell geometry and corresponding absorption peaks. The designed absorber is fabricated and the measured reflectivity curve fits well with the simulated results, which indicates that the availability of novel design method.","1548-5757","","10.1109/LAWP.2015.2411692","National Natural Science Foundation of China(grant numbers:61172003); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7066887","Frequency selective surfaces (FSSs);microwave absorbers and optimization methods","Resistors;Frequency selective surfaces;Absorption;Optimization;Image quality;Reflectivity;Geometry","","21","","21","IEEE","24 Mar 2015","2015","","IEEE","IEEE Journals"
"Optically Transparent Single-Layer Microwave Metamaterial Absorber","F. Şahin; E. Ünal; V. B. Ertürk; H. V. Demir","Department of Electrical and Electronics Engineering, Bilkent University, Ankara, Türkiye; Department of Electrical and Electronics Engineering, Bilkent University, Ankara, Türkiye; Department of Electrical and Electronics Engineering, Bilkent University, Ankara, Türkiye; Department of Electrical and Electronics Engineering, Bilkent University, Ankara, Türkiye",IEEE Antennas and Wireless Propagation Letters,"6 Aug 2025","2025","24","8","2567","2571","Recent advances in metamaterials have allowed to impart unique properties to flat RF absorbers, including broadband absorption, low thickness (in terms of the longest operating wavelength, $\lambda _{L}$), polarization insensitivity, and optical transparency. However, achieving all of these critical characteristics in a single design is a challenging task. Here, we propose and demonstrate an optically transparent and extremely thin metamaterial absorber (with a thickness of 0.079$\lambda _{L}$) made of a single layer of polymethyl methacrylate (PMMA) as the substrate and the indium-tin-oxide films as the ground plane and the patterned layer on top of the PMMA layer. The fabricated prototypes exhibit over 90% absorption between 4.4 GHz and 11.2 GHz and over 95% absorption between 4.8 GHz and 10.6 GHz without any air-gaps. Furthermore, the absorber is insensitive to polarization and provides more than 90% absorption for incident angles up to 60$^{\circ }$ for transverse magnetic, and 40$^{\circ }$ for transverse electric polarizations without any compensation layer requirement. Besides RF characterizations, we optically recorded the transmittance in the visible range to be 65% on average for the tested absorbers. The proposed architecture holds great promise for use in stealth air plane canopies due to extended 95% absorption while offering reduced fabrication cost.","1548-5757","","10.1109/LAWP.2025.3568924","Scientific and Technological Research Council of Türkiye(grant numbers:20AG001); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10999064","Absorber;metamaterial;optically transparent;pixelated","Absorption;Optical polarization;Optical device fabrication;Indium tin oxide;Geometry;Optical films;Prototypes;Metamaterials;Antenna measurements;Resonant frequency","","2","","29","IEEE","12 May 2025","Aug. 2025","","IEEE","IEEE Journals"
"A Multifunctional Frequency Selective Surface With a Wide Incident Angle for X-/K-/Ka-Band Applications","D. -J. Yun; Y. -P. Hong; I. -H. Lee; M. -S. Kim; J. -C. Lee; I. -J. Hwang","Korea Research Institute of Standards and Science, Daejeon, South Korea; Korea Research Institute of Standards and Science, Daejeon, South Korea; Korea Research Institute of Standards and Science, Daejeon, South Korea; Agency for Defense Development, Daejeon, South Korea; Agency for Defense Development, Daejeon, South Korea; Korea Research Institute of Standards and Science, Daejeon, South Korea",IEEE Antennas and Wireless Propagation Letters,"4 Dec 2024","2024","23","11","3574","3578","In this letter, we propose a multifunctional frequency selective surface (FSS) designed for wide incident angles optimized for X-band reflection and K-/Ka-band transmission. To verify its applicability, we analyzed the performance variations of the FSS with respect to polarizations and incidence angles. The proposed FSS facilitates space communication in the K/Ka-band, while simultaneously minimizing electromagnetic interference for X-band defense applications. The pixelated structures of the FSS are optimized to realize fine frequency selectivity in the target frequency bands. The proposed FSS is implemented in a double layer to provide higher-order characteristics. To validate its performance, measurements are conducted in a free-space measurement system with spot-focusing lens horn antennas. The proposed structure demonstrates a −1.5 dB bandwidth from 17.41 GHz to 20.97 GHz in the pass band of the K-band and 30.09 GHz to 33.24 GHz in the pass band of the Ka-band, with fractional bandwidths of 18.6% and 9.9%, respectively. Additionally, it satisfies −15 dB blocking performance across the entire X-band.","1548-5757","","10.1109/LAWP.2024.3411053","Agency for Defense Development(grant numbers:UI230011JD); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10552041","Frequency selective surface (FSS);multifunctio- nal;reflection;transmission;triple-band","Antenna measurements;Bandwidth;K-band;Optimization;Image quality;Frequency measurement;Vectors","","11","","31","IEEE","7 Jun 2024","Nov. 2024","","IEEE","IEEE Journals"
"Design of Pixelated Metasurface Using Genetic Algorithm with HFSS","R. Banks; Q. Nguyen; R. Fenner; A. Zaghloul","Virgina Tech, Blacksburg, VA; Virgina Tech, Blacksburg, VA; Loyola University, Baltimore, MD; Virgina Tech, Blacksburg, VA",2023 IEEE International Symposium on Antennas and Propagation and USNC-URSI Radio Science Meeting (USNC-URSI),"7 Sep 2023","2023","","","1417","1418","A pixelated metasurface was designed to match the response of an already simulated metasurface unit cell. The reflection coefficient response was matched over a broad bandwidth from 10 GHz to 20 GHz. Using a binary GA, an RMSE of 0.12 was achieved which was greatly reduced from the initial RMSE of 0.444 of a random seeding point. Matlab was used to interface with HFSS and automate the iterative design process. This allowed for hundreds of simulations to be run so that the GA could explore a wide solution space.","1947-1491","978-1-6654-4228-2","10.1109/USNC-URSI52151.2023.10238253","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10238253","","Image quality;Metasurfaces;Metamaterials;Space exploration;Scattering parameters;Reflection coefficient;Iterative methods","","3","","3","IEEE","7 Sep 2023","23-28 July 2023","23-28 July 2023","IEEE","IEEE Conferences"
"Pixelated Metamaterial Determination Using Genetic Algorithm and HFSS/Matlab Integration","R. Banks; Q. Nguyen; R. Fenner; A. Zaghloul","Virgina Tech, Blacksburg, VA; Virgina Tech, Blacksburg, VA; Loyola University, Baltimore, MD; Virgina Tech, Blacksburg, VA",2023 IEEE International Symposium on Antennas and Propagation and USNC-URSI Radio Science Meeting (USNC-URSI),"7 Sep 2023","2023","","","1595","1596","A pixelated metamaterial was designed using a genetic algorithm (GA) to match the reflection coefficient to that of a Gap Ring Resonator structure. The significance of this is that a GA can be used to arbitrarily meet design a goal without one knowing the priori of the physical metamaterial structure. The pixel mapping was controlled by interfacing Matlab with HFSS. Using the full wave simulation power of HFSS, s-parameters were exported to feed into an optimization cost function. Completion of hundreds of simulations led to the final pixel mapping that closely matched the response of the Gap Ring resonator across a wide frequency range.","1947-1491","978-1-6654-4228-2","10.1109/USNC-URSI52151.2023.10237688","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10237688","","Image quality;Resonant frequency;Cost function;Metamaterials;Scattering parameters;Reflection coefficient;Feeds","","2","","5","IEEE","7 Sep 2023","23-28 July 2023","23-28 July 2023","IEEE","IEEE Conferences"
