"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Detecting Undefined Behaviors in CUDA C","W. Li; J. Sun; H. Chen","College of Computer Science and Electrical Engineering, Hunan University, Changsha, China; College of Computer Science and Electrical Engineering, Hunan University, Changsha, China; College of Computer Science and Electrical Engineering, Hunan University, Changsha, China",IEEE Access,"25 Dec 2019","2019","7","","182559","182572","With the increasing deployment of GPUs in many domains, it is important to enhance the dependability of GPU-based systems especially in mission critical environments. We believe that undefined behaviors present a major challenge for the CUDA platform, because its programming language and compiler are derived from traditional C/C++ languages. In this paper, we first present a suite of benchmarks for CUDA, which contains 77 categories of undefined behaviors corresponding to the core language in C11 standard. It is developed to evaluate how current CUDA compilers deal with undefined behaviors. Then, we present the design and implementation of a system that can detect and locate vulnerable code that may result in undefined behaviors in CUDA programs. Our system is composed of a program converter and a static analyzer; the former transforms CUDA programs into a portable and semantic-reserved C/C++ programs, and the latter performs analysis on the transformed programs to statically identify undefined behaviors. Using CUDA SDK and a set of real CUDA applications, we conduct extensive experiments to investigate the effectiveness of our system on finding undefined behaviors in CUDA C programs.","2169-3536","","10.1109/ACCESS.2019.2954143","National Natural Science Foundation of China(grant numbers:61972137,61772183,61572179); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8905996","code;convert;C/C++;CUDA C;clang;gcc;nvcc;undefined behavior;vulnerable","Graphics processing units;Standards;Optimization;Lenses;Computer languages;Benchmark testing","","2","","35","CCBY","19 Nov 2019","2019","","IEEE","IEEE Journals"
"Debugging run-time errors","S. Renner; M. T. Harandi","Department of Computer Science, University of Illinois, Urbana-Champaign, Urbana, IL, USA; Department of Computer Science, University of Illinois, Urbana-Champaign, Urbana, IL, USA",[1989] Proceedings of the Twenty-Second Annual Hawaii International Conference on System Sciences. Volume II: Software Track,"6 Aug 2002","1989","2","","495","503 vol.2","The usual way of locating logical errors is to use a break-and-inspect-style debugging tool. The programmer uses the debugger to search for a small part of the program's execution that does not proceed as expected. Existing debuggers enable the programmer to make this search, but do not assist in the search. Techniques are presented for assisting the programmer in the error diagnosis process. A debugging tool incorporating these techniques assists the programmer in directing the course of the diagnosis, in determining which variables need to be examined at any breakpoint, in deciding whether the variables examined have the correct values, and in detecting the use of pointers to storage locations which have been previously released.<>","","0-8186-1912-0","10.1109/HICSS.1989.48031","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=48031","","Debugging;Runtime;Programming profession;Error correction;Computer errors;Fault diagnosis;Computer science;Computer aided instruction;High level languages;Displays","","2","1","22","IEEE","6 Aug 2002","3-6 Jan. 1989","3-6 Jan. 1989","IEEE","IEEE Conferences"
"Energy efficient computation with asynchronous races","A. Madhavan; T. Sherwood; D. Strukov","Electrical and Computer Engineering Dept, University of California, Santa Barbara; Computer Science Department, University of California, Santa Barbara; Electrical and Computer Engineering Dept, University of California, Santa Barbara",2016 53nd ACM/EDAC/IEEE Design Automation Conference (DAC),"18 Aug 2016","2016","","","1","6","By encoding information as digital signal propagation delay, rather than conventional logic levels, some basic processing operations become exceedingly energy efficient to implement. The result of such a computation can then be observed by relative timing differences between injected signals. We demonstrate the embodiment of such an approach utilizing current starved inverters as delay elements and characterize application-level artifacts of circuit-level variance. Specifically we chose the well-studied DNA sequence alignment problem for comparison and we show that, for the synthesized design, asynchronous races are 10x more energy efficient and 4x denser at comparable speeds as compared to prior approaches.","","978-1-4673-8729-3","10.1145/2897937.2898019","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7544351","","Delays;Computer architecture;DNA;Logic gates;Transistors;Microprocessors","","1","","14","","18 Aug 2016","5-9 June 2016","5-9 June 2016","IEEE","IEEE Conferences"
"Memory-Conscious Reliable Execution on Embedded Chip Multiprocessors","G. Chen; M. Kandemir; I. Kolcu","Department of Computer Science and Engineering, Pennsylvania State University, University Park, PA, USA; Department of Computer Science and Engineering, Pennsylvania State University, University Park, PA, USA; Computation Department, University of Manchester, Institute of Science and Technology, Manchester, UK",International Conference on Dependable Systems and Networks (DSN'06),"10 Jul 2006","2006","","","13","22","Code and data duplication has been identified as one of the important mechanisms for improving reliability. In a chip multiprocessor-based execution environment, while it is possible to hide the overhead of code duplication through parallelism, hiding the memory space overhead incurred by data duplication is more difficult. This paper presents a compiler-directed memory-conscious data duplication scheme that tries to minimize the extra memory space required by duplicate execution. The proposed approach achieves this goal by using the memory locations that hold dead data to store the duplicates of the actively-used data. In this way, instead of using extra memory storage for duplicate elements, we use the existing memory locations to the extent allowed by usage patterns of data. The results collected from our experiments clearly show that the proposed approach saves significant memory space, as compared to a straightforward approach that implements full duplication","2158-3927","0-7695-2607-1","10.1109/DSN.2006.51","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1633491","","Parallel processing;Embedded computing;Optimizing compilers;Computer science;Data engineering;Reliability engineering;Network-on-a-chip;Silicon;Computer architecture;Sun","","1","","32","IEEE","10 Jul 2006","25-28 June 2006","25-28 June 2006","IEEE","IEEE Conferences"
"Tiny Machine Learning Virtualization for IoT and Edge Computing using the REXA VM","S. Bosse; C. Polle","Dept. Mathematics and Computer Science, University of Bremen, Bremen, Germany; Measurement Systems & Monitoring Faserinstitut Bremen, Bremen, Germany",2023 10th International Conference on Future Internet of Things and Cloud (FiCloud),"29 Jan 2024","2023","","","122","129","Tiny Machine Learning is a new approach that is being used for data-driven prediction classification and regression on microcontrollers using local sensor data. The models are typically learned off-line and sent to the microcontroller for use as binary objects or frozen and converted static data. This approach is not universal or flexible. The REXA VM, which can virtualize embedded systems and sensor nodes and includes a general machine learning framework that supports arbitrary dynamic artificial neural network and decision tree models, is introduced in this study. The models are delivered as text files with highly compressed program code that are enclosed in code frames with embedded data (model parameters). The VM offers fundamental computations for ANN and DT models (Microservices). Using a decompiler, models can be updated (retrained) and sent to other nodes (mobile models). It can be demonstrated that virtualization using a bytecode machine and just-in-time compiler is still appropriate and effective for extremely low-resource processors.","","979-8-3503-1635-3","10.1109/FiCloud58648.2023.00026","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10410676","Virtualization;Virtual Machines;Tiny ML;Sensor Networks;Embedded Systems;Microservices","Codes;Microcontrollers;Computational modeling;Artificial neural networks;Data models;Internet of Things;Virtualization","","1","","14","IEEE","29 Jan 2024","14-16 Aug. 2023","14-16 Aug. 2023","IEEE","IEEE Conferences"
"Checking Refactoring Detection Results Using Code Changes Encoding for Improved Accuracy","L. Tan; C. Bockisch","Philipps-University Marburg, Germany; Philipps-University Marburg, Germany",2022 IEEE 22nd International Working Conference on Source Code Analysis and Manipulation (SCAM),"12 Jan 2023","2022","","","94","104","For example during software maintenance, it is often important to know the reason for a code change and therefore tools are researched to automatically detect changes due to refactorings. The tool RefDiff can achieve this supporting multiple programming languages. It provides a good precision, but at the cost of a large number of false negative results due to the necessary use of a high threshold in refactoring candidate selection. We have created a result checker that improves the overall performance of RefDiff by including more candidates and reducing false positives from RefDiff detection results afterwards. The checker encodes the textual differences (so-called diffs) corresponding to the results and uses machine learning to predict the contained refactoring type. The main contribution of this paper is the approach for extracting the diffs from the detection results and encoding them as image data for machine learning processing, as well as the training of the machine learning algorithm. We have shown that lowering the candidate threshold in conjunction with the checker improves not only the recall of RefDiff, also the precision is increased. Our approach improves the RefDiff detection results to 99.5% precision and 95.2% recall.","2470-6892","978-1-6654-9609-4","10.1109/SCAM55253.2022.00016","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10006881","refactoring;detection;diff;features;encoding","Training;Deep learning;Computer languages;Software maintenance;Machine learning algorithms;Codes;Image coding","","1","","29","IEEE","12 Jan 2023","3-3 Oct. 2022","3-3 Oct. 2022","IEEE","IEEE Conferences"
"The Art of Writing Efficient Programs: An advanced programmer's guide to efficient hardware utilization and compiler optimizations using C++ examples","F. G. Pikus",NA,The Art of Writing Efficient Programs: An advanced programmer's guide to efficient hardware utilization and compiler optimizations using C++ examples,"","2021","","","","","Become a better programmer with performance improvement techniques such as concurrency, lock-free programming, atomic operations, parallelism, and memory managementKey FeaturesLearn proven techniques from a heavyweight and recognized expert in C++ and high-performance computingUnderstand the limitations of modern CPUs and their performance impactFind out how you can avoid writing inefficient code and get the best optimizations from the compilerLearn the tradeoffs and costs of writing high-performance programsBook DescriptionThe great free lunch of ""performance taking care of itself"" is over. Until recently, programs got faster by themselves as CPUs were upgraded, but that doesn't happen anymore. The clock frequency of new processors has almost peaked, and while new architectures provide small improvements to existing programs, this only helps slightly. To write efficient software, you now have to know how to program by making good use of the available computing resources, and this book will teach you how to do that. The Art of Efficient Programming covers all the major aspects of writing efficient programs, such as using CPU resources and memory efficiently, avoiding unnecessary computations, measuring performance, and how to put concurrency and multithreading to good use. You'll also learn about compiler optimizations and how to use the programming language (C++) more efficiently. Finally, you'll understand how design decisions impact performance. By the end of this book, you'll not only have enough knowledge of processors and compilers to write efficient programs, but you'll also be able to understand which techniques to use and what to measure while improving performance. At its core, this book is about learning how to learn.What you will learnDiscover how to use the hardware computing resources in your programs effectivelyUnderstand the relationship between memory order and memory barriersFamiliarize yourself with the performance implications of different data structures and organizationsAssess the performance impact of concurrent memory accessed and how to minimize itDiscover when to use and when not to use lock-free programming techniquesExplore different ways to improve the effectiveness of compiler optimizationsDesign APIs for concurrent data structures and high-performance data structures to avoid inefficienciesWho this book is forThis book is for experienced developers and programmers who work on performance-critical projects and want to learn new techniques to improve the performance of their code. Programmers in algorithmic trading, gaming, bioinformatics, computational genomics, or computational fluid dynamics communities will get the most out of the examples in this book, but the techniques are fairly universal. Although this book uses the C++ language, the concepts demonstrated in the book can be easily transferred or applied to other compiled languages such as C, Java, Rust, Go, and more.","","9781800202740","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10162144.pdf&bkn=10162144&pdfType=book","","","","","","","","27 Jun 2023","","","Packt Publishing","Packt Publishing eBooks"
"3 Tasking","R. van der Pas; E. Stotzer; E. Stotzer; C. Terboven",NA; NA; NA; NA,"Using OpenMP -- The Next Step: Affinity, Accelerators, Tasking, and SIMD","","2017","","","103","149","Tasking was introduced in 2008 and provided a major addition to OpenMP 3.0 [1]. Thanks to this feature, algorithms with an irregular and runtime dependent execution flow may now be parallelized. Before tasking, this was not always possible, or was at least tedious and sometimes downright ugly.","","9780262344012","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=8232970.pdf&bkn=8169743&pdfType=chapter","","","","","","","","25 Dec 2017","","","MIT Press","MIT Press eBook Chapters"
"IEEE Draft Standard for Information Technology-Telecommunications and Information Exchange Between Systems--Local and Metropolitan Area Networks--Specific Requirements-- Part 11: Wireless LAN Medium Access Control (MAC) and Physical Layer (PHY) Specifications: Amendment 4: Enhancements for Higher Throughput","",,"IEEE Unapproved Draft Std P802.11n_D3.00, Sep 2007","16 Oct 2007","2007","","","","","","","978-1-5044-2648-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4360108","","IEEE 802.11 Standard;Patents;IEEE Standards;Standards;Throughput;Wireless LAN;Media Access Protocol","","","15","","","16 Oct 2007","2007","","IEEE","IEEE Standards"
"The HPCVL working template: a tool for high-performance programming","G. Liu; H. L. Schmider; K. E. Edgecombe","High Performance Computing Virtual Laboratory, Queen's University, Kingston, ONT, Canada; High Performance Computing Virtual Laboratory, Queen's University, Kingston, ONT, Canada; High Performance Computing Virtual Laboratory, Queen's University, Kingston, ONT, Canada",19th International Symposium on High Performance Computing Systems and Applications (HPCS'05),"31 May 2005","2005","","","110","116","The HPCVL working template is a set of scripts and libraries that facilitates programming for high-performance machines. This is achieved by providing three main functionalities: (1) the maintenance of multiple versions with only a single original source, (2) an automatic relative debugger that is suitable to use one version of the code (often the serial one) to check the correctness of another (for instance, the parallel one), and (3) a scheme for simple CPU timing, for example to determine the sections of the serial code worthwhile parallelizing, or to find the scaling properties of the parallel one. In this paper, we demonstrate the practical application of the working template by means of a simple example.","2378-2099","0-7695-2343-9","10.1109/HPCS.2005.55","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1430061","","Programming profession;Libraries;High performance computing;Laboratories;Timing;Central Processing Unit;Application software;Large-scale systems;Processor scheduling","","","","6","IEEE","31 May 2005","15-18 May 2005","15-18 May 2005","IEEE","IEEE Conferences"
"Power aware SID-based simulator for embedded multicore DSP subsystems","C. -Y. Lin; P. -Y. Chen; C. -K. Tseng; C. -W. Huang; C. -C. Weng; C. -B. Kuan; S. -H. Lin; S. -Y. Huang; J. -K. Lee","National Tsing Hua University, Hsinchu, Taiwan; National Tsing Hua University, Hsinchu, Taiwan; National Tsing Hua University, Hsinchu, Taiwan; National Tsing Hua University, Hsinchu, Taiwan; National Tsing Hua University, Hsinchu, Taiwan; National Tsing Hua University, Hsinchu, Taiwan; National Tsing Hua University, Hsinchu, Taiwan; National Tsing Hua University, Hsinchu, Taiwan; National Tsing Hua University, Hsinchu, Taiwan",2010 IEEE/ACM/IFIP International Conference on Hardware/Software Codesign and System Synthesis (CODES+ISSS),"15 Apr 2011","2010","","","95","103","The embedded multicore DSP systems are playing increasingly important role for consumer electronic design. Such systems try to optimize the objective for both performance and power with mobile devices. Embedded application developers will then devise designs to optimize embedded applications for not only performance but also power. However, currently there are no power metrics support for popular application design platforms such as QEMU and SID, where application developers develop their applications. This hinders application developers to help tune optimizations for power. In this paper, we propose a power aware simulation framework on embedded multicore DSP subsystems for SID framework. To the best of our knowledge, this is the first work to attempt to build a power aware simulator based on SID simulation framework. The power estimation flow includes two phases, IP level power modeling and system level power power profiling. In the IP level power modeling, PowerMixerIP is employed to build up the power model for PAC DSP and major IPs. In the system level power profiling, we provide a power profiling hierarchy that meets the demand of embedded software developers. The granularity of power profiling can be configured to the whole simulation stage or any specific time slot in the simulation such as a dedicated function loop. In our experiments, DSP programs with SIMD intrinsics for DSPStone benchmark are examined with our proposed power aware simulator. In addition, a face detection application is deployed as a running example on multi-core DSP systems to show how our power simulator can be used to help collaborate with developers in the optimization process to illustrate views of power dissipations of applications.","","978-1-6055-8905-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5751529","Multicore Simulation;Power;Embedded Processor;DSP","Multicore processing;Random access memory;Artificial neural networks;Digital signal processing;Switches","","","","31","","15 Apr 2011","24-29 Oct. 2010","24-29 Oct. 2010","IEEE","IEEE Conferences"
"Strings","A. C. Kak",Purdue Univ.,Programming with Objects: A Comparative Presentation of Object-Oriented Programming With C++ and Java,"","2003","","","107","145","This chapter contains sections titled:   Strings in C,A Brief Review   Some Common Shortcomings of C-Style Strings   C++ Strings   Strings in Java   Suggestions for Further Reading   Homework   ","","9780470547144","10.1109/9780470547144.ch4","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=5456276.pdf&bkn=5271080&pdfType=chapter","","","","","","","","27 Apr 2010","","","IEEE","Wiley-IEEE Press eBook Chapters"
"IEEE Draft Standard for Information Technology-Telecommunications and Information Exchange Between Systems-Local and Metropolitan Area Networks-Specific Requirements-Part 11: Wireless LAN Medium Access Control (MAC) and Physical Layer (PHY) Specifications: Amendment: Enhancements for Higher Throughput","",,"IEEE Draft Std P802.11n/D2.00, February 2007","7 May 2007","2007","","","","","","","978-1-5044-2642-8","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4197860","","IEEE 802.11 Standard;Standards;Patents;IEEE Standards;Throughput;Media Access Protocol;Wireless LAN","","","1","","","7 May 2007","2007","","IEEE","IEEE Standards"
"Effect of Pre-Treatment of Layered Cartons on the Quality of Pyrolytic Carbon Intended for Thermal Use","J. Růžičková; H. Raclavská; M. Kucbel; B. Švédová; K. Raclavský; H. Škrobánková; P. Pavlík; V. Sassmanová","ENET Centre, VŠB - Technical University of Ostrava, Ostrava - Poruba, Czech Republic; ENET Centre, VŠB - Technical University of Ostrava, Ostrava - Poruba, Czech Republic; ENET Centre, VŠB - Technical University of Ostrava, Ostrava - Poruba, Czech Republic; ENET Centre, VŠB - Technical University of Ostrava, Ostrava - Poruba, Czech Republic; ENET Centre, VŠB - Technical University of Ostrava, Ostrava - Poruba, Czech Republic; ENET Centre, VŠB - Technical University of Ostrava, Ostrava - Poruba, Czech Republic; Department of Power Engineering, VŠB - Technical University of Ostrava, Ostrava - Poruba, Czech Republic; Department of Power Engineering, VŠB - Technical University of Ostrava, Ostrava - Poruba, Czech Republic",2018 IEEE International Conference on Environment and Electrical Engineering and 2018 IEEE Industrial and Commercial Power Systems Europe (EEEIC / I&CPS Europe),"18 Oct 2018","2018","","","1","6","Samples of TetraPak cartons were processed by pyrolysis at temperatures up to 700 centigrade degrees. Char samples were analyzed by pyrolytic gas chromatography with mass spectrometric detection. Differences of pyrolytic carbon were characterized by specific organic compounds used as markers of pyrolytic conditions.","","978-1-5386-5186-5","10.1109/EEEIC.2018.8493943","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8493943","pyrolytic carbon;char;TetraPak;Py-GC/MS;pyrolytic markers","Carbon;Organic compounds;Aluminum;Recycling;Sulfur;Nitrogen","","","","11","IEEE","18 Oct 2018","12-15 June 2018","12-15 June 2018","IEEE","IEEE Conferences"
"Semi-automatic generation of parallelizable patterns from source code examples","D. Markovic; J. R. Hagemeister; C. S. Raghavendra; S. Bhansali","School of Electrical Engineering and Computer Science, Washington State University, Pullman, WA, USA; School of Electrical Engineering and Computer Science, Washington State University, Pullman, WA, USA; School of Electrical Engineering and Computer Science, Washington State University, Pullman, WA, USA; Semantic Designs, Inc., Austin, TX, USA",Proceedings Fifth International Workshop on Program Comprehension. IWPC'97,"6 Aug 2002","1997","","","50","59","Generation of program patterns from source code is a difficult, time consuming and error-prone process when performed by programmers. We describe an implemented system which generates patterns from an abstract syntax tree with interaction by the user. Our approach is based on creating intermediate patterns by exploring data dependencies in the source code and allowing the user to change and/or eliminate parts of it in order to create a final pattern. We describe the architecture of our system as well as the pattern language used and illustrate our approach with examples.","1092-8138","0-8186-7993-X","10.1109/WPC.1997.601263","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=601263","","Programming profession;Libraries;Pattern recognition;Software engineering;Writing;Parallel processing;Pattern analysis;Buildings;Pattern matching;Lifting equipment","","","1","8","IEEE","6 Aug 2002","28-30 May 1997","28-30 May 1997","IEEE","IEEE Conferences"
"Resource allocation using multiple edge-sharing multicast trees","A. Patil; A. . -H. Esfahanian; Li Xiao; Yunhao Liu","Department of Computer Science and Engineering, Michigan State University, East Lansing, MI, USA; Department of Computer Science and Engineering, Michigan State University, East Lansing, MI, USA; Department of Computer Science and Engineering, Michigan State University, East Lansing, MI, USA; Department of Computer Science, Hong Kong University of Science and Technology, Hong Kong, China","IEEE International Conference on Mobile Adhoc and Sensor Systems Conference, 2005.","12 Dec 2005","2005","","","8 pp.","371","Implementing multicast in MANETs is a challenging task. A typical multicast network consists of a single tree, in which only a few internal nodes contribute most resources and are involved in performing the multicast functionality. This leads to an un-even utilization of network resources. This problem is more prominent in MANETs where network resources are limited. A possible solution to the problem is to split the multicast content over a number of trees. Multiple trees provide several paths for the multicast content and get more nodes involved in implementing the multicast functionality. However, in such a setup, not all the trees get to use the best weight edges, thus the overall multicast latency increases. This paper presents MEST, a distributed algorithm to construct multiple edge-sharing trees for small group multicast. MEST balances the resource allocation and delay constraints by choosing to overlap certain edges that have low weights. Our simulation results show that MEST is scalable and can generate multicast networks that have low delay and fair resource utilization.","2155-6814","0-7803-9465-8","10.1109/MAHSS.2005.1542821","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1542821","","Resource management;Delay;Tree graphs;Mobile ad hoc networks;Multicast protocols;Computer science;Network topology;Distributed algorithms;Graph theory;Wireless networks","","","","24","IEEE","12 Dec 2005","7-7 Nov. 2005","7-7 Nov. 2005","IEEE","IEEE Conferences"
"On the Possibility of Creating Energy-Efficient Mesh Network to Prevent Forest Fires and Provide Video Surveillance of Hard-to-Reach Areas","A. D. Penkin; D. I. Kochetkov; N. D. Nashchekin; D. P. Posevin; I. P. Ivanov","Department of Computer Science and Control Systems, Bauman Moscow State Technical University, Moscow, Russian Federation; Department of Computer Science and Control Systems, Bauman Moscow State Technical University, Moscow, Russian Federation; Department of Computer Science and Control Systems, Bauman Moscow State Technical University, Moscow, Russian Federation; Department of Computer Science and Control Systems, Bauman Moscow State Technical University, Moscow, Russian Federation; Department of Computer Science and Control Systems, Bauman Moscow State Technical University, Moscow, Russian Federation","2025 7th International Youth Conference on Radio Electronics, Electrical and Power Engineering (REEPE)","30 Apr 2025","2025","","","1","6","The paper considers the possibility of creating an energy-efficient mesh network for video monitoring of hard-to-reach areas, such as forests, tunnels and mountainous areas, in order to prevent forest fires. The main focus is on the use of decentralized MANET networks, which do not require infrastructure and have a low deployment cost. The paper proposes a prototype of a hardware and software system based on ESP8266 microcontrollers, using the painlessMesh library to transmit images between end nodes. Tests were carried out to determine the network throughput and optimal data transmission parameters depending on the required image quality and acceptable losses.","2831-7262","979-8-3315-3183-6","10.1109/REEPE63962.2025.10970996","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10970996","fire monitoring;MANET networks;ESP8266;mesh networks","Mesh networks;Forests;Microcontrollers;Prototypes;Throughput;Hardware;Energy efficiency;Data communication;Monitoring;Mobile ad hoc networks","","","","11","IEEE","30 Apr 2025","8-10 April 2025","8-10 April 2025","IEEE","IEEE Conferences"
"IEEE Draft Amendment to IEEE Standard for Information technology--telecommunications and information exchange between systems--Local and metropolitan area networks--Specific requirements--Part 15.3: Wireless Medium Access Control (MAC) and Physical Layer (PHY) Specifications for High Rate Wireless Personal Area Networks (WPANs): Amendment 2: Millimeter-wave based Alternative Physical Layer Extension","",,"IEEE Unapproved Draft Std P802.15.3c/D08, Mar 2009","2 Apr 2009","2009","","","","","This project will define a 25 to 100 GHz (millimeter wave) alternative PHY clause for higher data rate amendment to Standard 802.15.3-2003. This frequency range allows for the USA and Japanese unlicensed allocations and expected unlicensed allocations in other countries. Data rates will be at least 1 Gbps under normal operating conditions with a typical range no less than 10 meters.","","978-1-5044-3252-8","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4810942","","IEEE 802.15 Standard;IEEE Standards;Standards;Patents;Wireless communication;Physical layer;IEEE Standards activities","","","","","","2 Apr 2009","2009","","IEEE","IEEE Standards"
"Fuzzability Testing Framework for Incomplete Firmware Binary","J. Jang; G. Son; H. Lee; H. Yun; D. Kim; S. Lee; S. Kim; D. Jang","Future Convergence Technology Engineering, Sungshin Women’s University, Seoul, Republic of Korea; Convergence Security Engineering, Sungshin Women’s University, Seoul, Republic of Korea; Convergence Security Engineering, Sungshin Women’s University, Seoul, Republic of Korea; Convergence Security Engineering, Sungshin Women’s University, Seoul, Republic of Korea; The Affiliated Institute of ETRI, Daejeon, Republic of Korea; The Affiliated Institute of ETRI, Daejeon, Republic of Korea; Convergence Security Engineering, Sungshin Women’s University, Seoul, Republic of Korea; School of Computing, Kyunghee University, Seoul, Republic of Korea",IEEE Access,"31 Jul 2023","2023","11","","77608","77619","Fuzzing is a practical approach for finding bugs in various software. So far, a number of fuzzers have been introduced based on new ideas towards enhancing the efficiency in terms of increasing code coverage or execution speed. The majority of such work predicates under the assumption that they have sound executable binary or source code to transform the target program as a whole. However, in legacy systems, source codes are often unavailable and even worse, some binaries do not provide a sound executable environment (e.g., partially recovered firmware). In this paper, we provide FT-Framework: fuzzability testing framework based on forced execution for binaries such as firmware chunks recovered in abnormal way so that they are hard to execute/analyze from intended booting phase. The essence of our work is to automatically classify functions inside a binary which we can apply coverage-guided fuzzing via forced execution. We evaluate FT-Framework using PX4 and ArduPilot firmwares which is based on 32-bit ARM architecture and demonstrate the efficacy of this approach and limitations.","2169-3536","","10.1109/ACCESS.2023.3297888","The Affiliated Institute of Electronics and Telecommunications Research Institute (ETRI)(grant numbers:2023-062); National Research Foundation of Korea (NRF) Grant; Korean Government [Ministry of Science and ICT (MSIT)](grant numbers:2021R1F1A1049957); Korea Institute for Advancement of Technology (KIAT) Grant; Korean Government through Ministry of Trade, Industry and Energy (MOTIE) (The Competency Development Program for Industry Specialist)(grant numbers:P0008703); MSIT under the ICAN [Information and Communications Technology (ICT) Challenge and Advanced Network of Human Resource Development (HRD)] Program; Institute of Information and Communication Technology Planning and Evaluation (IITP)(grant numbers:IITP-2022-RS-2022-00156310); Convergence security core talent training business support program(grant numbers:IITP-2023-RS-2023-00266615); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10189855","Fuzzability;firmware binary;coverage-guided fuzzing;fuzzable function;binary fragment;emulation based fuzzing","Microprogramming;Fuzzing;Codes;Software engineering;Computer bugs;Source coding;Testing;Binary sequences","","2","","49","CCBYNCND","21 Jul 2023","2023","","IEEE","IEEE Journals"
"A readout unit for high rate applications","J. Toledo; F. Bal; D. Dominguez; A. Guirao; H. Miller","Electronics Engineering Department, Polytechnic University of Valencia, Valencia, Spain; CERN EP Division, Geneva, Switzerland; CERN EP Division, Geneva, Switzerland; CERN EP Division, Geneva, Switzerland; NA",IEEE Transactions on Nuclear Science,"7 Aug 2002","2002","49","2","448","454","The LHCb readout unit (RU) is a custom entry stage to the readout network of a data-acquisition or trigger system. It performs subevent building from multiple link inputs toward a readout network via a PCI network interface or alternatively toward a high-speed link, via an S-link interface. Incoming event fragments are derandomized, buffered and assembled into single subevents. This process is based on a low-overhead framing convention and matching of equal event numbers. Programmable logic is used both in the input and output stages of the RU module, which may be configured either as a data-link multiplexer or as entry stage to a readout or trigger network. All FPGAs are interconnected via the PCI bus, which is hosted by a networked microprocessor card. Its main tasks are remote FPGA configuration and initialization of the PCI cards. The RU hardware architecture has been optimized for a throughput of up to 200 MB/s at a 1 MHz trigger rate, as required by the most demanding application, the LHCb level-1 trigger network. A custom traffic-scheduling link is available for applications like pipelined destination address allocation.","1558-1578","","10.1109/TNS.2002.1003771","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1003771","","Field programmable gate arrays;Network interfaces;Assembly;Programmable logic arrays;Programmable logic devices;Multiplexing;Microprocessors;Hardware;Throughput;Telecommunication traffic","","3","","12","IEEE","7 Aug 2002","April 2002","","IEEE","IEEE Journals"
