"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Dynamic Efficiency Analysis of Airborne Cross-Eye Jamming Operations","S. Jiandong; C. Jiabei; G. Songtao; X. Zhiwei; Y. Shixun","School of Information Science and Engineering, Southeast University, Nanjing, China; 8511 Research Institute, China Aerospace Science and Industry Corporation, Nanjing, China; 8511 Research Institute, China Aerospace Science and Industry Corporation, Nanjing, China; 8511 Research Institute, China Aerospace Science and Industry Corporation, Nanjing, China; Jiangxi Education Department, Key Laboratory of Counter-Drone Systems, Nanchang, China",IEEE Access,"23 Jul 2025","2025","13","","125982","125992","Cross-eye jamming represents an effective angle deception technique against monopulse seekers, capable of electromagnetic jamming against precision-guided weapons deployed on airborne platforms. While existing research primarily concentrates on minimizing the amplitude and phase tolerance of cross-eye jamming to enhance jammer performance, it often overlooks in-depth analysis of its practical combat application, leading to fragmented and nonspecific evaluations of its combat effectiveness. This study decouples the amplitude and phase error composition characteristics of an airborne retrodirective cross-eye jamming prototype by conducting a thorough analysis of its system architecture and jamming signal generation principles. Additionally, it introduces a vector guidance algorithm incorporating physical constraints to model and assess the combat effectiveness of cross-eye jamming in dynamic operational scenarios. To validate the scientific robustness of the research findings, a comprehensive verification framework is established, integrating numerical simulations and air interface experiments. Through the systematic combination of diverse experimental configurations, this research summarizes and proposes a methodology for analyzing the hardware specifications and combat effectiveness baseline of cross-eye jamming systems.","2169-3536","","10.1109/ACCESS.2025.3589882","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11082118","Airborne cross-eye;amplitude and phase tolerance;jamming beam width;jamming-signal ratio","Jamming;Transceivers;Radar antennas;Radar;Aircraft;Antennas;Transmitting antennas;Radar tracking;Antenna measurements;Vectors","","","","25","CCBY","16 Jul 2025","2025","","IEEE","IEEE Journals"
"Novel Meteor Observations Using FM Radio Broadcast Over Gadanki, India","H. S. Sethi; N. Dashora","National Atmospheric Research Laboratory, Chittoor, Andhra Pradesh, India; National Atmospheric Research Laboratory, Chittoor, Andhra Pradesh, India",IEEE Transactions on Geoscience and Remote Sensing,"8 Jul 2022","2022","60","","1","8","A novel GNU radio-based software-defined radio receiver using universal serial radio peripheral (USRP) front end and Yagi antenna is developed to record meteor echoes in passive mode using FM broadcast. Pilot observations are made for four days in August–September 2020 to record FM signals at 103.2, 104, and 107.5 MHz with a varying sample rate of 8 and 200 kHz. The in-phase and quadrature signals are processed to obtain the amplitude and phase of the received signals for identification of the meteor echoes. A new algorithm is developed to automatically detect the echoes using a normalized amplitude threshold and a minimum temporal separation between two echoes. Overdense meteor echoes with a plateau-like amplitude response are found using a ratio test and remaining echoes are rejected. Thus, the system can detect almost all types of meteor echoes reported earlier. Notably, signatures of fragmentation and background wind are also observed in the form of different phase patterns. Histogram of the meteor counts shows a peak for shorter durations indicating larger populations of the smaller size of meteoroids. The log–log plot of the meteor duration versus count is found to exhibit a characteristic transition of the slope. An empirical estimate of the height of the echoes is obtained. The echoes show micrometeoroid populations, which may depend upon the transmitting–receiving setup and the geometry. Hence, an inexpensive, low-power, portable, passive and automated meteor detection system is demonstrated, which can be highly useful for understanding the meteor phenomena and estimation of atmospheric parameters.","1558-0644","","10.1109/TGRS.2022.3187207","Department of Space, Government of India; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9810301","FM radio broadcasting;forward scattering;fragmentation and ablation;meteors;micrometeoroids;software radio;upper atmosphere","Radar;Frequency modulation;Antennas;Radar antennas;Scattering;Radar scattering;Oscillators","","2","","61","IEEE","29 Jun 2022","2022","","IEEE","IEEE Journals"
"Beam Optimization in Low Altitude Scenario","H. Xu; K. Kang; T. Liu; W. Li; G. Pan; M. Chen; L. Zhou","Guangdong Branch, China United Network Communications Co., Ltd., GuangZhou, China; Guangdong Branch, China United Network Communications Co., Ltd., GuangZhou, China; China United Network Communications Co., Ltd. Guangdong Branch, China United Network Communications Group Co., Ltd., Beijing University of Posts and Telecommunication, GuangZhou, China; Guangdong Branch, China United Network Communications Co., Ltd., GuangZhou, China; Guangdong Branch, China United Network Communications Co., Ltd., GuangZhou, China; Guangdong Branch, China United Network Communications Co., Ltd., GuangZhou, China; Guangdong Branch, China United Network Communications Co., Ltd., GuangZhou, China","2024 IEEE 10th International Symposium on Microwave, Antenna, Propagation and EMC Technologies for Wireless Communications (MAPE)","19 Mar 2025","2024","","","1","4","This paper primarily analyzes the characteristics and issues of existing mobile wireless networks provided by telecom operators for low-altitude coverage, and explores construction and planning schemes for low-altitude wireless networks. It studies the low-altitude coverage capability of single base stations under different antenna types, scenarios, and beam configurations, with a focus on integrated air and terrestrial coverage. From the field test results, it is clear that existing ground networks can provide integrated air and terrestrial coverage with good effects. Moreover, this paper investigate feasible cluster schemes based on different beam optimization solutions that are both low-cost and high-performance, providing references for future low-altitude deployments by telecom operators.","2995-1984","979-8-3315-3392-2","10.1109/MAPE62875.2024.10924459","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10924459","low-altitude;air-ground coverage;beam optimization;interference","Microwave antennas;Wireless networks;Microwave communication;Telecommunications;Air to ground communication;Planning;Structural beams;Resource management;Optimization;Microwave propagation","","","","8","IEEE","19 Mar 2025","27-30 Nov. 2024","27-30 Nov. 2024","IEEE","IEEE Conferences"
"Mid-Infrared Nanofocusing Using Fragmented High-Order Transformation Optics","M. Y. Musa; L. Shen; Z. Wang; S. Xu; W. Yin; H. Chen","Key Laboratory of Advanced Micro/Nano Electronic Devices and Smart Systems of Zhejiang, The Electromagnetics Academy, Zhejiang University, Hangzhou, China; Key Laboratory of Advanced Micro/Nano Electronic Devices and Smart Systems of Zhejiang, The Electromagnetics Academy, Zhejiang University, Hangzhou, China; School of Information Science and Engineering, Shandong University, Qingdao, China; State Key Laboratory of Integrated Optoelectronics, College of Electronic Science and Engineering, Jilin University, Changchun, China; Electromagnetics Academy, Zhejiang University, Hangzhou, China; Key Laboratory of Advanced Micro/Nano Electronic Devices and Smart Systems of Zhejiang, The Electromagnetics Academy, Zhejiang University, Hangzhou, China",IEEE Transactions on Antennas and Propagation,"4 Oct 2019","2019","67","10","6515","6522","An approach to design a hyperbolic lenslet for mid-infrared nanofocusing based on fragmented high-order transformation optics (TO) (FHTO) method is proposed, which can be realized with binary realistic metal and dielectric nanolayers. The conceptual idea is achieved by discretizing the lenslet into  $N(N>1)$  concentric fragments and perform high-order TO in each fragment with different values of azimuthal  $s$  parameter — an unconstrained parameter that defines the operation point of the nanofocusing device. To highlight the superior performance of using the FHTO in the nanofocusing versus the unitary  $(N=1)$  high-order TO (UHTO), both methods are adopted to design the hyperbolic lenslet. The numerical simulation results show that the FHTO (e.g.,  $N\to \infty $  and  $N = 5$ ) exhibits superior focusing performance compared with the UHTO. For example, the performance of the FHTO is better than that of the UHTO by ~2.5 (5.3) times in spectral resolution (power throughput). Remarkably, even the manufacturable lenslet designed using FHTO-approach with realizable number of metal-dielectric binary layers (five pairs) demonstrates superior performance than the UHTO. It is noteworthy to mention that the design of FHTO-based devices enabled by circular effective-medium theory (CEMT) provides a means to bridge the gap between theoretical design and practical realization of nanophotonics systems.","1558-2221","","10.1109/TAP.2019.2922932","National Natural Science Foundation of China(grant numbers:61625502,61574127,61601408,61775193,11704332,61801426); Natural Science Foundation of Zhejiang Province(grant numbers:LY17F010008); Top-Notch Young Talents Program of China; Fundamental Research Funds for the Central Universities; Innovation Joint Research Center for Cyber-Physical-Society System; China Postdoctoral Science Foundation(grant numbers:2018M632462); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8741148","Effective-medium theory;hyperbolic materials;hyperlens;mid-infrared nanofocusing;transformation optics (TO)","Optics;Scattering parameters;Throughput;Performance evaluation;Nanoscale devices;Focusing;Antennas","","3","","42","IEEE","19 Jun 2019","Oct. 2019","","IEEE","IEEE Journals"
"Design of a dual band crown fractal antenna","Yashmi; B. S. Dhaliwal","ECE department, Guru Nanak Dev Engineering College, Ludhiana, Punjab, India; ECE department, Guru Nanak Dev Engineering College, Ludhiana, Punjab, India",2017 IEEE Applied Electromagnetics Conference (AEMC),"29 Mar 2018","2017","","","1","3","Advanced communication systems require antennas with more bandwidth and smaller dimensions compare to conventional antenna. There have been increasing demands for antenna design that possess features such as size, low profile, multiband, broadband, low cost etc. Fractal antennas have entered the view of many as a very promising solution. Fractals were the term originally defined by Mandelbrot to describe the family of complex structures, which means broken or irregular fragments that possess an inherent similarity in their geometrical structure. In this paper, we have proposed a crown fractal antenna. It has been observed that simulated and experimental results of the proposed antenna have shown dual band behavior. The same geometry had proposed initially, but the substrate material used was RT-DUROID while we used FR-4 substrate here, which reduces the cost.","","978-1-5386-2393-0","10.1109/AEMC.2017.8325651","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8325651","fractal;multiband;broadband;simulated","Fractals;Fractal antennas;Resonant frequency;Substrates;Broadband antennas","","","","6","IEEE","29 Mar 2018","19-22 Dec. 2017","19-22 Dec. 2017","IEEE","IEEE Conferences"
"Static Millimeter-Wave Wide-Angle Dual-Polarized Meta-Detector for Noninteractive Personnel Security Screening","Y. Wang; Y. Wang; Z. Yue; Y. Wang; X. Xu; Y. Li; Q. Wang; C. Pang; Y. Wang; P. Wang; Y. Dong; Y. Cheng; A. Sihvola; J. Qi","Department of Microwave Engineering, School of Electronics and Information Engineering, Harbin Institute of Technology, Harbin, China; Department of Microwave Engineering, School of Electronics and Information Engineering, Harbin Institute of Technology, Harbin, China; Department of Microwave Engineering, School of Electronics and Information Engineering, Harbin Institute of Technology, Harbin, China; Department of Microwave Engineering, School of Electronics and Information Engineering, Harbin Institute of Technology, Harbin, China; Department of Microwave Engineering, School of Electronics and Information Engineering, Harbin Institute of Technology, Harbin, China; Department of Microwave Engineering, School of Electronics and Information Engineering, Harbin Institute of Technology, Harbin, China; Department of Microwave Engineering, School of Electronics and Information Engineering, Harbin Institute of Technology, Harbin, China; Department of Microwave Engineering, School of Electronics and Information Engineering, Harbin Institute of Technology, Harbin, China; Department of Microwave Engineering, School of Electronics and Information Engineering, Harbin Institute of Technology, Harbin, China; Department of Microwave Engineering, School of Electronics and Information Engineering, Harbin Institute of Technology, Harbin, China; National Key Laboratory of Laser Spatial Information, Harbin Institute of Technology, Harbin, China; Department of Microwave Engineering, School of Electronics and Information Engineering, Harbin Institute of Technology, Harbin, China; Department of Electronics and Nanoengineering, Aalto University, Espoo, Finland; Department of Microwave Engineering, School of Electronics and Information Engineering, Harbin Institute of Technology, Harbin, China",IEEE Transactions on Industrial Informatics,"","2026","PP","99","1","12","The critical role of personnel security screening (PSS) devices in modern public transportation has driven a growing demand for real-time, lightweight, noninteractive, and high-performance screening systems. Currently, the predominant methods involve handheld metal scanners that require active cooperation by the subject, generally suffering from low efficiency, limited detection range, and blind spots for nonmetallic objects. Millimeter-wave-based PSS technology, featured by its speediness, harmlessness, and capability of detecting nonmetallic materials, represents an emerging trend in security screening. However, traditional millimeter-wave system-wide dynamic scanning schemes face challenges such as bulky size, high complexity, and poor integration. To address these problems, we develop a wide-angle metalens based on a neural-network-assisted end-to-end inverse design method, aiming to replace thick and heavy dielectric lenses in traditional millimeter-wave PSS systems, thereby enhancing system integration and lightweight capabilities while improving wide-angle scanning performance. As proof of concept, we propose a system-wide static noninteractive wide-angle dual-polarized meta-detector, which consists of a dynamic beam steering transmitter, dual-polarized receivers, and a data acquisition module. This meta-detector can rapidly, precisely, and statically identify concealed objects of various materials on the human body in a noninteractive manner within a 32° horizontal and 26.8° vertical field-of-view at an operating range of 15–25 m. The proposed PSS system offers long detection range, high integration, and noninteractive operation, highlighting its potential for practical deployment in real-world public security screening scenarios.","1941-0050","","10.1109/TII.2026.3658695","National Natural Science Foundation of China(grant numbers:62271170,61671178,625B2059); Frontier Science Center for Interaction between Space Environment(grant numbers:Matter Foundation); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11389174","Beam steering;metasurface;millimeter-wave detection;object detection;personnel security screening (PSS)","Broadband antennas;Security;Lenses;Metals;Horn antennas;Millimeter wave technology;Dielectrics;Transceivers;Systems architecture;Scattering","","","","","IEEE","10 Feb 2026","","","IEEE","IEEE Early Access Articles"
"Microwave Tomography for Food Contamination Monitoring","M. RICCI; L. CROCCO; F. VIPIANA","Dept. of Electronics and Telecommunications, Politecnico di Torino, Torino, Italy; CNR-IREA, Consiglio Nazionale delle Ricerche, Napoli, Italy; Dept. of Electronics and Telecommunications, Politecnico di Torino, Torino, Italy",2021 15th European Conference on Antennas and Propagation (EuCAP),"27 Apr 2021","2021","","","1","3","The security of packaged food needs to be guaranteed to safeguard customers health. A raise of complaints of physical contaminations into food products pushes for the development of additional monitoring techniques to prevent any kind of hazards, but also to protect brands from customers trust loss. In this work, a prototype working at microwave frequencies is assessed and tested in a significant environment. It exploits the dielectric contrast between contaminants and food content, and it is it is mainly focused on two classes of intrusions matters, i.e. plastic and glass fragments of few mm size, that have limited detection by the existing in-line technologies, such as X-rays systems. The measurements and the resulting 3-D image reconstructions are encouraging and allow to aim at the development of an industrial prototype, monitoring packaged food in real-time along a production line.","","978-88-31299-02-2","10.23919/EuCAP51087.2021.9411074","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9411074","microwave imaging;non-invasive diagnostics;food inspection;food security;food safety","Microwave antennas;Microwave technology;Prototypes;X-rays;Tomography;Security;Monitoring","","7","","12","","27 Apr 2021","22-26 March 2021","22-26 March 2021","IEEE","IEEE Conferences"
"Shadowing and Multipath-Fading Statistics at 2.4 GHz and 39 GHz in Vehicle-to-Vehicle Scenarios","H. Wang; X. Yin; J. Rodríguez-Piñeiro; J. Lee; M. -D. Kim","College of Electronics and Information Engineering, Tongji University, Shanghai, China; College of Electronics and Information Engineering, Tongji University, Shanghai, China; College of Electronics and Information Engineering, Tongji University, Shanghai, China; Telecomm. Media Research Lab, Electronics & Telecomm. Research Institute(ETRI), Daejeon, Korea; Telecomm. Media Research Lab, Electronics & Telecomm. Research Institute(ETRI), Daejeon, Korea",2020 14th European Conference on Antennas and Propagation (EuCAP),"8 Jul 2020","2020","","","1","5","In this paper, we introduce a comparative study of the propagation for vehicle-to-vehicle (V2V) scenarios at millimeterwave (mmWave) and sub-6GHz bands based on measurements. More specifically, the respective center frequencies are 39GHz and 2.4GHz, whereas the bandwidth 25MHz, being the signal acquisition simultaneous for both bands. Two vehicles, each carrying a transmitter (Tx) and a receiver (Rx), respectively, were driven in the seaside roads in Zhujiajian Island, Zhoushan, China, in four typical vehicle scenarios and in different driving modes (U-turns, etc.). Time-variant observations were segmented into multiple fragments, each with wide-sense-stationarity fulfilled, and narrowband channel characteristics, including shadowing, multipath fading, and spatial coherence behaviors were investigated. The results obtained demonstrate that most shadowing and fast-fading segments appear to be truncated Gaussian distributions for most vehicle driving modes and propagation scenarios considered. Moreover, the best-fit distribution for both shadow and multipath fadings is less changing (and hence more predictable) for the 39GHz band than for the 2.4GHz one. In most scenarios, the spatial consistency of the 2.4 GHz channel can be maintained for longer distances than at 39GHz. These results are of great value for the establishment of models aimed for channel simulations in vehicular scenarios for sub-6GHz and mmWave communications.","","978-88-31299-00-8","10.23919/EuCAP48036.2020.9135617","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9135617","Vehicle to vehicle communications;channel measurement and modelling;narrow-band channel characteristics;coherence distance","Transmitters;Roads;Vehicular ad hoc networks;Stochastic processes;Spatial coherence;Rician channels;Rayleigh channels","","11","","9","","8 Jul 2020","15-20 March 2020","15-20 March 2020","IEEE","IEEE Conferences"
"Surrogate-Model-Based Multi-Objective Optimization for Band-Notched Antenna","Y. Du","Key Lab of Aperture Array and Space Application (KLAASA), The 38th Research Institute of China Electronics Technology Group Corporation, Hefei, China",2025 International Conference on Microwave and Millimeter Wave Technology (ICMMT),"14 Oct 2025","2025","","","1","3","Fragment-defined patterns etched on antenna radiator have the potential to generate band notches of sharp roll-off. By defining separate objectives for roll-off criteria (ROCs) of bands to be notched, multi-objective optimization searching of the best etch pattern can be implemented to challenge the high ROCs. To improve the searching efficiency, surrogate models are proposed in the optimization searching, and it reaches a significant promotion of computation cost. A practical demonstration shows that the novel proposed architecture achieved 40% efficiency improvement, with ROC values 0.63 and 0.7 corresponding to WiMAX and WLAN band, respectively.","2994-3124","979-8-3315-2573-6","10.1109/ICMMT65948.2025.11187591","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11187591","Antenna;multi-objective optimization;surrogate models","Microwave antennas;Wireless LAN;Microwave technology;Microwave integrated circuits;Millimeter wave technology;Dual band;WiMAX;Search problems;Microwave FET integrated circuits;Optimization","","","","5","IEEE","14 Oct 2025","19-22 May 2025","19-22 May 2025","IEEE","IEEE Conferences"
"Cellular-Connected UAV: Recent Advances and Future Trends*","M. Hu; K. Kang; T. Liu; G. Pan; X. Yuan","School of Electronics and Communication Engineering, Sun Yat-sen University, Guangzhou, China; China United Network Communication Co., Ltd. Guangdong Branch, Guangzhou, China; China United Network Communication Co., Ltd. Guangdong Branch, Guangzhou, China; China United Network Communication Co., Ltd. Guangdong Branch, Guangzhou, China; School of Electronics and Communication Engineering, Sun Yat-sen University, Guangzhou, China","2024 IEEE 10th International Symposium on Microwave, Antenna, Propagation and EMC Technologies for Wireless Communications (MAPE)","31 Dec 2024","2024","","","1","4","As the application of unmanned aerial vehicles (UAVs) continues to expand, achieving efficient and stable connectivity in integrated air-to-ground communications has become critical. Cellular networks are poised to provide widearea, high-quality, and secure connections to support UAV operations. However, as the altitude increases, the radio environment changes, posing new challenges for using terrestrial cellular networks to connect UAVs in flight. This paper first introduces the unique air-to-ground channel characteristics of cellular-connected UAVs and explores the impact of these characteristics on communication performance. On this basis, we analyze existing methods for optimizing communication performance and interference mitigation techniques. By comparing the effectiveness of different technical approaches, this paper offers several recommendations for improvement and highlights key directions for future research to further enhance the communication capabilities and reliability of cellular-connected UAVs.","2995-1984","979-8-3315-3392-2","10.1109/MAPE62875.2024.10813977","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10813977","UAVs;Cellular Networks;Integrated Air-toGround Communications;Communication Performance","Microwave antennas;Cellular networks;Wireless communication;Prevention and mitigation;Interference;Autonomous aerial vehicles;Solids;Stability analysis;Air to ground communication;Thermal stability","","3","","34","IEEE","31 Dec 2024","27-30 Nov. 2024","27-30 Nov. 2024","IEEE","IEEE Conferences"
"Food Quality Control via TeraHertz Imaging","S. Zappia; R. Scapaticci; L. Crocco; I. Catapano","Institute for Electromagnetic Sensing of Environment, IREA-CNR, Naples, Italy; Institute for Electromagnetic Sensing of Environment, IREA-CNR, Naples, Italy; Institute for Electromagnetic Sensing of Environment, IREA-CNR, Naples, Italy; Institute for Electromagnetic Sensing of Environment, IREA-CNR, Naples, Italy",2023 IEEE Conference on Antenna Measurements and Applications (CAMA),"19 Dec 2023","2023","","","1010","1015","This work deals with THz non invasive surveys for food quality control. The study presents the results of two experiments carried out by means of a THz Time Domain system. Time of flight imaging and reflectivity maps are employed to achieve information about the analyzed samples. The first experiment regards chocolate cream samples and aims at assessing the capability of revealing contaminants and defects, including surface and shallow subsurface foreign bodies. Chocolate cream samples are inspected with and without a cover simulating real packaging conditions. The second experiment is referred to dough and aims at assessing the capability of monitoring the variation of water content over time. To this, an unbaked dough left to dry at room temperature is repeatedly measured. The results of the experiments confirm the potentiality of using THz imaging for the investigated applications, provided that suitable processing strategies of the measured data are performed.","2643-6795","979-8-3503-2304-7","10.1109/CAMA57522.2023.10352841","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10352841","THz Imaging;Non destructive Inspection;Food quality;Time of flight imaging;THz waves","Temperature measurement;Reflectivity;Antenna measurements;Terahertz wave imaging;Surface contamination;Quality control;Color","","","","8","IEEE","19 Dec 2023","15-17 Nov. 2023","15-17 Nov. 2023","IEEE","IEEE Conferences"
"Recent advances in computational electromagnetics for microwaves in IRE NASU","A. A. Kirilenko; S. A. Steshenko; L. P. Mospan; D. Y. Kulik; A. O. Perov","Computational Electromagnetics Lab., A. Ya. Usikov Institute for Radiophysics and Electronics, Kharkiv, Ukraine; Computational Electromagnetics Lab., A.Ya.U sikov Institute for Radiophysics and Electronics, Kharkiv, Ukraine; Computational Electromagnetics Lab., A.Ya.U sikov Institute for Radiophysics and Electronics, Kharkiv, Ukraine; Computational Electromagnetics Lab., A.Ya.U sikov Institute for Radiophysics and Electronics, Kharkiv, Ukraine; Computational Electromagnetics Lab., A.Ya.U sikov Institute for Radiophysics and Electronics, Kharkiv, Ukraine",2017 XI International Conference on Antenna Theory and Techniques (ICATT),"11 Jul 2017","2017","","","30","35","Recent advances in problem-oriented and general-purpose microwave-oriented software and applications developed in the department of computational electromagnetics are considered. Numerical-analytical automatic mode-matching based models are extended on the objects given in cylindrical coordinate system. The geometry has to be specified as the set of piece-wise coordinate fragments in Cartesian (MWD1 or MWD2 with account of edge behavior) or in Cartesian or cylindrical coordinates (MWD3) with automatic cross-section geometry recognition and subsequent formation of corresponding mode-matching technique and S-matrix based numerical algorithms. The future extension to the double-periodical screens and multilayer printed circuits (MWD4) is described moving to terahertz frequency band and “metamaterial” investigations. A set of new microwave devices is proposed which are based on the nonstandard physical principles such as the fringing field interaction, new types of eigen-oscillations of 3D open objects and artificial “optical activity”. They are the band-stop and band-pass waveguide filters, antenna-feed units, polarization rotators, twists etc.","","978-1-5386-2921-5","10.1109/ICATT.2017.7972580","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7972580","analytical-numerical models;problem-oriented software;passive microwave devices;filters;polarizers;metamaterial based units","Microwave filters;Electromagnetic waveguides;Software;Band-pass filters;Filtering theory;Microwave antennas","","","","15","IEEE","11 Jul 2017","24-27 May 2017","24-27 May 2017","IEEE","IEEE Conferences"
"ISAC: From Human to Environmental Sensing","K. Wu; Z. Wang; S. -L. Chen; J. A. Zhang; Y. J. Guo","Global Big Data Technologies Centre, University of Technology Sydney, Sydney, NSW, Australia; Global Big Data Technologies Centre, University of Technology Sydney, Sydney, NSW, Australia; Global Big Data Technologies Centre, University of Technology Sydney, Sydney, NSW, Australia; Global Big Data Technologies Centre, University of Technology Sydney, Sydney, NSW, Australia; Global Big Data Technologies Centre, University of Technology Sydney, Sydney, NSW, Australia","IEEE Journal of Selected Topics in Electromagnetics, Antennas and Propagation","3 Nov 2025","2025","1","1","84","98","Integrated sensing and communications (ISACs) are poised to become one of the defining capabilities of the sixth generation (6G) wireless communications systems, enabling the network infrastructure to jointly support high-throughput communications and situational awareness. While recent advances have explored ISAC for both human-centric applications and environmental monitoring, existing research remains fragmented across these domains. This article provides the first unified review of ISAC-enabled sensing for both human activities and environment, focusing on signal-level mechanisms, sensing features, and real-world feasibility. We begin by characterizing how diverse physical phenomena, ranging from human vital sign and motion to precipitation and flood dynamics, impact wireless signal propagation, producing measurable signatures in channel state information (CSI), Doppler profiles, and signal statistics. A comprehensive analysis is then presented across two domains: human sensing applications including localization, activity recognition, and vital sign monitoring; and environmental sensing for rainfall, soil moisture, and water level. Experimental results from long-term evolution (LTE) sensing under nonline-of-sight (NLOS) conditions are incorporated to highlight the feasibility in infrastructure-limited scenarios. Open challenges in signal fusion, domain adaptation, and generalizable sensing architectures are discussed to facilitate future research toward scalable and autonomous ISAC.","3066-2494","","10.1109/JSTEAP.2025.3606464","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11153070","Activity recognition;environmental sensing;human sensing;integrated sensing and communications (ISACs);joint communications and sensing (JCAS);rainfall sensing;sixth generation (6G);soil moisture sensing;tracking;vital sign estimation;water sensing","Integrated sensing and communication;OFDM;Wireless communication;Rain;Hardware;6G mobile communication;Wireless sensor networks;Transmitting antennas;Reviews;Feature extraction","","2","","92","CCBYNCND","8 Sep 2025","Sept. 2025","","IEEE","IEEE Journals"
"Terahertz band communications: Applications, research challenges, and standardization activities","V. Petrov; A. Pyattaev; D. Moltchanov; Y. Koucheryavy","Department of Electronics and Communications Engineering, Tampere University of Technology, Tampere, Finland; Department of Electronics and Communications Engineering, Tampere University of Technology, Tampere, Finland; Department of Electronics and Communications Engineering, Tampere University of Technology, Tampere, Finland; Department of Electronics and Communications Engineering, Tampere University of Technology, Tampere, Finland",2016 8th International Congress on Ultra Modern Telecommunications and Control Systems and Workshops (ICUMT),"5 Dec 2016","2016","","","183","190","Terahertz frequency band, 0.1-10THz, is envisioned as one of the possible resources to be utilized for wireless communications in networks beyond 5G. Communications over this band will be feature a number of attractive properties, including potentially terabit-per-second link capacities, miniature transceivers and, potentially, high energy efficiency. Meanwhile, a number of specific research challenges have to be addressed to convert the theoretical estimations into commercially attractive solutions. Due to the diversity of the challenges, the research on THz communications at its early stages was mostly performed by independent communities from different areas. Therefore, the existing knowledge in the field is substantially fragmented. In this paper, an attempt to address this issue and provide a clear and easy to follow introduction to the THz communications is performed. A review on the state-of-the-art in THz communications research is given by identifying the target applications and major open research challenges as well as the recent achievements by industry, academia, and the standardization bodies. The potential of the THz communications is presented by illustrating the basic tradeoffs in typical use cases. Based on the given summary, certain prospective research directions in the field are identified.","2157-023X","978-1-4673-8818-4","10.1109/ICUMT.2016.7765354","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7765354","","Wireless communication;Bandwidth;Reliability;Communication system security;Antenna arrays;Standardization;Transceivers","","135","1","33","IEEE","5 Dec 2016","18-20 Oct. 2016","18-20 Oct. 2016","IEEE","IEEE Conferences"
"The sector offset configuration concept and its applicability to heterogeneous cellular networks","D. López-Pérez; H. Claussen; L. Ho","Bell Laboratories, Alcatel-Lucent; Bell Laboratories, Alcatel-Lucent; Bell Laboratories, Alcatel-Lucent",IEEE Communications Magazine,"18 Mar 2015","2015","53","3","190","198","Wireless data traffic is increasing in an exponential manner, and thus vendors and operators are looking for cost-effective solutions to meet user equipment demands. In this article a joint optimization of the deployment and operation of small cells and macrocells is presented through the novel concept of sector offset configuration, which helps to significantly improve user equipment performance. The proposed sector offset configuration complements Release 10 enhanced intercell interference coordination, and further increases its interference mitigation capabilities. Simulation results for a Long Term Evolution network show that compared to a network that uses standardized Release 10 almost blank subframes, the proposed configuration can improve cell-edge user equipment performance by 50 percent. The proposed configuration can mitigate handover failures by 46 percent, since hand overs start at a higher signal quality due to alleviated interference conditions. These benefits come at the cost of an increased number of antennas at the macrocell site to achieve the sector offset configuration.","1558-1896","","10.1109/MCOM.2015.7060504","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7060504","","Macrocell networks;Interference;Signal to noise ratio;Transmitting antennas;Handover","","3","","10","IEEE","18 Mar 2015","March 2015","","IEEE","IEEE Magazines"
